iter	Passed	Remaining
1709	3638	7001
1710	3640	6998
1711	3642	6996
1712	3645	6994
1713	3647	6992
1714	3649	6990
1715	3651	6987
1716	3653	6985
1717	3655	6983
1718	3657	6980
1719	3659	6978
1720	3661	6976
1721	3663	6974
1722	3665	6972
1723	3667	6969
1724	3669	6967
1725	3671	6965
1726	3674	6962
1727	3675	6960
1728	3678	6958
1729	3680	6956
1730	3682	6954
1731	3684	6951
1732	3686	6949
1733	3688	6947
1734	3690	6945
1735	3692	6942
1736	3694	6940
1737	3696	6938
1738	3698	6936
1739	3700	6933
1740	3702	6931
1741	3704	6929
1742	3707	6927
1743	3709	6924
1744	3711	6922
1745	3713	6920
1746	3715	6918
1747	3717	6915
1748	3719	6913
1749	3721	6911
1750	3723	6909
1751	3725	6906
1752	3727	6904
1753	3729	6902
1754	3731	6900
1755	3733	6897
1756	3736	6895
1757	3738	6893
1758	3740	6891
1759	3742	6888
1760	3744	6886
1761	3746	6884
1762	3748	6882
1763	3750	6880
1764	3752	6877
1765	3754	6875
1766	3756	6873
1767	3758	6871
1768	3760	6869
1769	3763	6867
1770	3765	6864
1771	3767	6862
1772	3769	6860
1773	3771	6858
1774	3773	6855
1775	3775	6853
1776	3777	6851
1777	3779	6849
1778	3781	6846
1779	3783	6844
1780	3785	6842
1781	3787	6840
1782	3790	6838
1783	3791	6835
1784	3794	6833
1785	3796	6831
1786	3798	6828
1787	3800	6826
1788	3802	6824
1789	3804	6822
1790	3806	6820
1791	3808	6817
1792	3810	6815
1793	3813	6814
1794	3815	6811
1795	3817	6809
1796	3819	6807
1797	3821	6805
1798	3823	6802
1799	3825	6800
1800	3827	6798
1801	3829	6796
1802	3831	6794
1803	3834	6792
1804	3836	6790
1805	3838	6788
1806	3840	6786
1807	3842	6783
1808	3844	6781
1809	3846	6779
1810	3848	6777
1811	3850	6774
1812	3852	6772
1813	3854	6770
1814	3856	6767
1815	3858	6765
1816	3860	6763
1817	3862	6761
1818	3865	6759
1819	3867	6756
1820	3869	6754
1821	3871	6752
1822	3873	6750
1823	3875	6748
1824	3877	6745
1825	3879	6743
1826	3881	6741
1827	3883	6739
1828	3885	6737
1829	3887	6734
1830	3890	6732
1831	3892	6730
1832	3894	6728
1833	3896	6726
1834	3898	6724
1835	3900	6721
1836	3902	6719
1837	3904	6717
1838	3906	6715
1839	3908	6713
1840	3910	6710
1841	3913	6708
1842	3915	6706
1843	3917	6704
1844	3919	6701
1845	3921	6699
1846	3923	6697
1847	3925	6695
1848	3927	6693
1849	3929	6691
1850	3931	6688
1851	3933	6686
1852	3935	6684
1853	3937	6682
1854	3940	6679
1855	3942	6677
1856	3944	6675
1857	3946	6673
1858	3948	6671
1859	3950	6668
1860	3952	6666
1861	3954	6664
1862	3956	6662
1863	3958	6660
1864	3960	6657
1865	3962	6655
1866	3964	6653
1867	3966	6651
1868	3969	6648
1869	3971	6646
1870	3973	6644
1871	3975	6642
1872	3977	6640
1873	3979	6638
1874	3981	6635
1875	3983	6633
1876	3985	6631
1877	3987	6629
1878	3989	6627
1879	3991	6624
1880	3994	6622
1881	3996	6620
1882	3998	6618
1883	4000	6616
1884	4002	6614
1885	4004	6611
1886	4006	6609
1887	4008	6607
1888	4010	6605
1889	4012	6602
1890	4014	6600
1891	4016	6598
1892	4018	6596
1893	4020	6593
1894	4023	6592
1895	4025	6590
1896	4027	6588
1897	4029	6585
1898	4031	6583
1899	4033	6581
1900	4035	6579
1901	4037	6576
1902	4039	6574
1903	4041	6572
1904	4044	6570
1905	4046	6568
1906	4048	6565
1907	4050	6563
1908	4052	6561
1909	4054	6559
1910	4056	6557
1911	4058	6555
1912	4060	6553
1913	4062	6550
1914	4065	6548
1915	4067	6546
1916	4069	6544
1917	4071	6542
1918	4073	6540
1919	4075	6538
1920	4077	6535
1921	4079	6533
1922	4081	6531
1923	4083	6529
1924	4086	6527
1925	4088	6524
1926	4090	6522
1927	4092	6520
1928	4095	6519
1929	4097	6517
1930	4099	6515
1931	4101	6513
1932	4103	6510
1933	4105	6508
1934	4107	6506
1935	4109	6504
1936	4111	6502
1937	4114	6500
1938	4116	6497
1939	4118	6495
1940	4120	6493
1941	4122	6491
1942	4124	6489
1943	4126	6486
1944	4128	6484
1945	4130	6482
1946	4132	6480
1947	4134	6477
1948	4136	6475
1949	4138	6473
1950	4140	6471
1951	4142	6468
1952	4144	6466
1953	4146	6464
1954	4148	6462
1955	4150	6459
1956	4153	6457
1957	4155	6455
1958	4157	6453
1959	4159	6450
1960	4161	6448
1961	4163	6446
1962	4165	6444
1963	4167	6442
1964	4169	6439
1965	4171	6437
1966	4173	6435
1967	4175	6433
1968	4177	6431
1969	4179	6429
1970	4181	6426
1971	4184	6424
1972	4185	6422
1973	4188	6419
1974	4190	6417
1975	4192	6415
1976	4194	6413
1977	4196	6411
1978	4198	6409
1979	4200	6406
1980	4202	6404
1981	4204	6402
1982	4206	6400
1983	4208	6397
1984	4210	6395
1985	4212	6393
1986	4214	6391
1987	4216	6388
1988	4219	6386
1989	4221	6384
1990	4223	6382
1991	4225	6380
1992	4227	6378
1993	4229	6375
1994	4231	6374
1995	4233	6371
1996	4236	6369
1997	4237	6367
1998	4240	6365
1999	4242	6363
2000	4244	6361
2001	4246	6358
2002	4248	6356
2003	4250	6354
2004	4252	6352
2005	4254	6350
2006	4256	6348
2007	4259	6346
2008	4261	6344
2009	4263	6342
2010	4265	6340
2011	4267	6337
2012	4269	6335
2013	4271	6333
2014	4273	6331
2015	4275	6329
2016	4277	6326
2017	4280	6324
2018	4282	6322
2019	4284	6320
2020	4286	6317
2021	4288	6315
2022	4290	6313
2023	4292	6311
2024	4294	6309
2025	4296	6307
2026	4298	6305
2027	4300	6302
2028	4303	6300
2029	4305	6298
2030	4307	6296
2031	4309	6294
2032	4311	6292
2033	4313	6290
2034	4315	6287
2035	4317	6285
2036	4319	6283
2037	4321	6281
2038	4323	6279
2039	4325	6276
2040	4328	6274
2041	4330	6272
2042	4332	6270
2043	4334	6268
2044	4336	6265
2045	4338	6263
2046	4340	6261
2047	4342	6258
2048	4344	6257
2049	4346	6254
2050	4348	6252
2051	4350	6250
2052	4352	6247
2053	4354	6245
2054	4356	6243
2055	4358	6241
2056	4360	6239
2057	4362	6237
2058	4365	6234
2059	4367	6232
2060	4369	6230
2061	4371	6228
2062	4373	6226
2063	4375	6223
2064	4377	6221
2065	4379	6219
2066	4381	6217
2067	4383	6214
2068	4385	6212
2069	4387	6210
2070	4389	6208
2071	4391	6206
2072	4393	6204
2073	4395	6201
2074	4398	6199
2075	4400	6197
2076	4402	6195
2077	4404	6193
2078	4406	6191
2079	4408	6188
2080	4410	6186
2081	4412	6184
2082	4414	6182
2083	4416	6180
2084	4418	6177
2085	4420	6175
2086	4422	6173
2087	4425	6171
2088	4427	6169
2089	4429	6167
2090	4431	6164
2091	4433	6162
2092	4435	6160
2093	4437	6158
2094	4439	6156
2095	4442	6154
2096	4444	6152
2097	4446	6150
2098	4448	6148
2099	4451	6147
2100	4453	6144
2101	4455	6142
2102	4457	6140
2103	4459	6138
2104	4461	6136
2105	4463	6134
2106	4466	6132
2107	4468	6129
2108	4470	6127
2109	4472	6125
2110	4474	6123
2111	4476	6121
2112	4478	6118
2113	4480	6116
2114	4482	6114
2115	4484	6112
2116	4486	6110
2117	4488	6107
2118	4490	6105
2119	4492	6103
2120	4494	6101
2121	4496	6099
2122	4499	6097
2123	4501	6094
2124	4503	6092
2125	4505	6090
2126	4507	6087
2127	4509	6085
2128	4511	6083
2129	4513	6081
2130	4515	6078
2131	4517	6076
2132	4519	6074
2133	4521	6072
2134	4523	6070
2135	4525	6067
2136	4527	6065
2137	4529	6063
2138	4531	6061
2139	4533	6058
2140	4535	6056
2141	4537	6054
2142	4539	6052
2143	4542	6050
2144	4544	6048
2145	4547	6047
2146	4549	6045
2147	4551	6043
2148	4553	6041
2149	4555	6039
2150	4558	6037
2151	4561	6036
2152	4564	6035
2153	4566	6033
2154	4568	6031
2155	4570	6029
2156	4573	6027
2157	4575	6025
2158	4578	6024
2159	4580	6022
2160	4583	6021
2161	4585	6019
2162	4588	6018
2163	4590	6016
2164	4593	6014
2165	4595	6013
2166	4597	6010
2167	4600	6009
2168	4602	6007
2169	4605	6005
2170	4607	6003
2171	4609	6001
2172	4612	6000
2173	4614	5998
2174	4617	5997
2175	4619	5994
2176	4621	5992
2177	4623	5990
2178	4625	5988
2179	4628	5987
2180	4631	5985
2181	4633	5983
2182	4635	5982
2183	4638	5981
2184	4641	5979
2185	4643	5977
2186	4646	5976
2187	4648	5974
2188	4650	5972
2189	4652	5970
2190	4655	5968
2191	4657	5966
2192	4659	5964
2193	4661	5962
2194	4664	5960
2195	4666	5958
2196	4668	5956
2197	4670	5954
2198	4672	5951
2199	4674	5949
2200	4677	5947
2201	4679	5945
2202	4681	5943
2203	4683	5941
2204	4685	5939
2205	4687	5937
2206	4689	5935
2207	4691	5932
2208	4694	5930
2209	4696	5928
2210	4698	5926
2211	4700	5924
2212	4702	5922
2213	4704	5920
2214	4706	5918
2215	4709	5916
2216	4711	5914
2217	4713	5912
2218	4715	5910
2219	4717	5908
2220	4720	5905
2221	4722	5903
2222	4724	5901
2223	4726	5899
2224	4728	5897
2225	4730	5895
2226	4733	5893
2227	4735	5891
2228	4737	5889
2229	4739	5887
2230	4741	5885
2231	4743	5882
2232	4745	5880
2233	4748	5878
2234	4750	5876
2235	4752	5874
2236	4754	5872
2237	4756	5870
2238	4759	5868
2239	4761	5866
2240	4763	5864
2241	4765	5862
2242	4767	5860
2243	4769	5858
2244	4772	5856
2245	4774	5853
2246	4776	5851
2247	4778	5849
2248	4780	5847
2249	4782	5845
2250	4784	5843
2251	4786	5840
2252	4788	5838
2253	4790	5836
2254	4793	5834
2255	4795	5832
2256	4797	5830
2257	4800	5829
2258	4802	5827
2259	4805	5825
2260	4807	5824
2261	4809	5822
2262	4811	5819
2263	4814	5817
2264	4816	5815
2265	4818	5813
2266	4820	5811
2267	4822	5809
2268	4824	5806
2269	4826	5804
2270	4828	5802
2271	4831	5800
2272	4833	5799
2273	4835	5797
2274	4838	5795
2275	4840	5793
2276	4842	5790
2277	4844	5788
2278	4846	5786
2279	4848	5784
2280	4850	5782
2281	4853	5780
2282	4855	5778
2283	4857	5775
2284	4859	5773
2285	4861	5771
2286	4863	5769
2287	4865	5767
2288	4868	5765
2289	4870	5763
2290	4872	5761
2291	4874	5759
2292	4876	5757
2293	4879	5755
2294	4881	5753
2295	4883	5751
2296	4885	5749
2297	4888	5747
2298	4890	5745
2299	4892	5743
2300	4894	5741
2301	4896	5739
2302	4899	5737
2303	4901	5735
2304	4903	5732
2305	4905	5730
2306	4907	5728
2307	4909	5726
2308	4911	5724
2309	4913	5722
2310	4915	5719
2311	4918	5717
2312	4920	5715
2313	4922	5713
2314	4924	5711
2315	4926	5709
2316	4928	5707
2317	4931	5706
2318	4933	5703
2319	4936	5701
2320	4938	5699
2321	4940	5697
2322	4942	5695
2323	4944	5693
2324	4946	5691
2325	4948	5688
2326	4950	5686
2327	4952	5684
2328	4955	5682
2329	4957	5680
2330	4959	5678
2331	4961	5676
2332	4963	5674
2333	4965	5672
2334	4968	5670
2335	4970	5667
2336	4972	5665
2337	4974	5663
2338	4976	5661
2339	4978	5659
2340	4980	5657
2341	4982	5655
2342	4985	5653
2343	4987	5651
2344	4989	5649
2345	4991	5646
2346	4993	5644
2347	4995	5642
2348	4998	5640
2349	5000	5638
2350	5002	5636
2351	5004	5634
2352	5006	5632
2353	5008	5629
2354	5010	5627
2355	5013	5625
2356	5015	5623
2357	5017	5621
2358	5019	5619
2359	5022	5618
2360	5025	5616
2361	5027	5614
2362	5029	5612
2363	5031	5610
2364	5033	5608
2365	5036	5606
2366	5038	5604
2367	5040	5602
2368	5042	5600
2369	5044	5598
2370	5046	5596
2371	5048	5593
2372	5050	5591
2373	5053	5589
2374	5055	5587
2375	5057	5585
2376	5059	5583
2377	5062	5581
2378	5064	5579
2379	5066	5577
2380	5068	5575
2381	5070	5573
2382	5072	5571
2383	5074	5568
2384	5077	5566
2385	5079	5564
2386	5081	5562
2387	5083	5560
2388	5085	5558
2389	5088	5556
2390	5090	5554
2391	5092	5552
2392	5095	5550
2393	5097	5548
2394	5099	5546
2395	5101	5544
2396	5103	5542
2397	5105	5540
2398	5108	5538
2399	5110	5536
2400	5112	5534
2401	5114	5531
2402	5117	5530
2403	5119	5528
2404	5121	5526
2405	5123	5524
2406	5125	5521
2407	5127	5519
2408	5130	5517
2409	5132	5515
2410	5134	5513
2411	5136	5511
2412	5138	5509
2413	5140	5507
2414	5142	5504
2415	5145	5502
2416	5147	5500
2417	5149	5498
2418	5152	5497
2419	5154	5494
2420	5156	5492
2421	5158	5490
2422	5160	5488
2423	5162	5486
2424	5164	5484
2425	5166	5482
2426	5169	5480
2427	5171	5477
2428	5173	5475
2429	5175	5473
2430	5177	5471
2431	5179	5469
2432	5181	5467
2433	5184	5465
2434	5186	5463
2435	5188	5460
2436	5190	5458
2437	5192	5456
2438	5194	5454
2439	5196	5452
2440	5199	5450
2441	5201	5448
2442	5203	5446
2443	5205	5444
2444	5208	5442
2445	5210	5440
2446	5212	5438
2447	5214	5436
2448	5216	5434
2449	5218	5431
2450	5220	5429
2451	5223	5427
2452	5225	5425
2453	5227	5423
2454	5229	5421
2455	5231	5419
2456	5233	5417
2457	5236	5414
2458	5238	5412
2459	5240	5410
2460	5242	5408
2461	5244	5406
2462	5246	5404
2463	5248	5402
2464	5251	5400
2465	5253	5398
2466	5256	5396
2467	5258	5394
2468	5260	5392
2469	5262	5390
2470	5265	5388
2471	5267	5386
2472	5269	5384
2473	5272	5383
2474	5276	5383
2475	5279	5381
2476	5282	5380
2477	5284	5378
2478	5287	5376
2479	5289	5374
2480	5291	5372
2481	5294	5371
2482	5296	5368
2483	5298	5366
2484	5300	5364
2485	5303	5362
2486	5305	5360
2487	5308	5359
2488	5310	5357
2489	5312	5355
2490	5315	5353
2491	5317	5351
2492	5319	5349
2493	5321	5347
2494	5324	5345
2495	5326	5343
2496	5328	5341
2497	5330	5339
2498	5332	5337
2499	5335	5335
2500	5337	5332
2501	5339	5330
2502	5341	5328
2503	5343	5326
2504	5346	5324
2505	5348	5322
2506	5350	5320
2507	5352	5318
2508	5354	5316
2509	5356	5314
2510	5358	5311
2511	5361	5309
2512	5363	5307
2513	5365	5305
2514	5367	5303
2515	5369	5301
2516	5371	5299
2517	5373	5296
2518	5375	5294
2519	5377	5292
2520	5380	5290
2521	5382	5288
2522	5384	5286
2523	5386	5284
2524	5388	5281
2525	5390	5279
2526	5392	5277
2527	5395	5275
2528	5397	5273
2529	5399	5271
2530	5401	5269
2531	5403	5266
2532	5405	5264
2533	5407	5262
2534	5409	5260
2535	5412	5258
2536	5414	5256
2537	5416	5254
2538	5419	5252
2539	5421	5250
2540	5423	5248
2541	5425	5246
2542	5427	5243
2543	5429	5241
2544	5431	5239
2545	5434	5237
2546	5436	5235
2547	5438	5233
2548	5440	5231
2549	5442	5229
2550	5444	5227
2551	5447	5225
2552	5449	5223
2553	5451	5221
2554	5453	5218
2555	5455	5216
2556	5458	5214
2557	5460	5212
2558	5462	5210
2559	5464	5208
2560	5466	5206
2561	5468	5204
2562	5471	5202
2563	5473	5200
2564	5475	5198
2565	5477	5195
2566	5479	5193
2567	5482	5191
2568	5484	5189
2569	5486	5187
2570	5489	5185
2571	5491	5184
2572	5494	5182
2573	5496	5180
2574	5499	5178
2575	5501	5176
2576	5503	5175
2577	5507	5173
2578	5509	5172
2579	5512	5170
2580	5515	5168
2581	5517	5166
2582	5519	5164
2583	5521	5162
2584	5523	5160
2585	5526	5158
2586	5528	5156
2587	5532	5156
2588	5534	5154
2589	5537	5152
2590	5540	5151
2591	5542	5149
2592	5545	5147
2593	5547	5145
2594	5549	5143
2595	5551	5141
2596	5554	5139
2597	5556	5137
2598	5558	5135
2599	5560	5133
2600	5562	5130
2601	5564	5128
2602	5567	5126
2603	5569	5124
2604	5571	5122
2605	5574	5120
2606	5576	5118
2607	5578	5116
2608	5580	5114
2609	5582	5111
2610	5584	5109
2611	5586	5107
2612	5588	5105
2613	5590	5103
2614	5592	5101
2615	5595	5099
2616	5597	5097
2617	5600	5095
2618	5603	5094
2619	5606	5092
2620	5608	5091
2621	5611	5089
2622	5613	5087
2623	5616	5085
2624	5619	5083
2625	5621	5082
2626	5624	5080
2627	5626	5078
2628	5629	5076
2629	5631	5074
2630	5633	5072
2631	5635	5070
2632	5637	5068
2633	5639	5066
2634	5642	5064
2635	5644	5062
2636	5647	5060
2637	5650	5059
2638	5653	5057
2639	5655	5055
2640	5657	5053
2641	5660	5052
2642	5662	5050
2643	5664	5047
2644	5667	5045
2645	5669	5043
2646	5671	5041
2647	5673	5039
2648	5675	5037
2649	5677	5034
2650	5679	5032
2651	5681	5030
2652	5683	5028
2653	5686	5026
2654	5688	5023
2655	5690	5021
2656	5692	5019
2657	5694	5017
2658	5696	5015
2659	5698	5012
2660	5700	5010
2661	5702	5008
2662	5704	5006
2663	5706	5004
2664	5708	5001
2665	5710	4999
2666	5712	4997
2667	5714	4995
2668	5716	4992
2669	5719	4990
2670	5721	4988
2671	5723	4986
2672	5725	4984
2673	5727	4981
2674	5729	4979
2675	5731	4977
2676	5733	4975
2677	5735	4973
2678	5738	4971
2679	5740	4969
2680	5742	4967
2681	5744	4965
2682	5746	4962
2683	5748	4960
2684	5751	4958
2685	5752	4956
2686	5754	4953
2687	5757	4951
2688	5759	4949
2689	5761	4947
2690	5763	4945
2691	5765	4943
2692	5767	4941
2693	5769	4938
2694	5772	4936
2695	5774	4934
2696	5776	4932
2697	5778	4930
2698	5780	4928
2699	5782	4926
2700	5784	4923
2701	5786	4921
2702	5789	4919
2703	5791	4917
2704	5793	4915
2705	5795	4912
2706	5797	4910
2707	5799	4908
2708	5801	4906
2709	5803	4904
2710	5805	4902
2711	5807	4899
2712	5810	4897
2713	5812	4895
2714	5814	4893
2715	5816	4891
2716	5818	4888
2717	5820	4886
2718	5822	4884
2719	5824	4882
2720	5826	4880
2721	5828	4878
2722	5831	4876
2723	5833	4874
2724	5835	4871
2725	5837	4869
2726	5839	4867
2727	5841	4865
2728	5843	4863
2729	5845	4860
2730	5847	4858
2731	5849	4856
2732	5852	4854
2733	5854	4852
2734	5856	4849
2735	5858	4847
2736	5860	4845
2737	5862	4843
2738	5864	4841
2739	5866	4838
2740	5868	4836
2741	5870	4834
2742	5872	4832
2743	5874	4830
2744	5876	4827
2745	5878	4825
2746	5881	4823
2747	5883	4821
2748	5885	4819
2749	5887	4816
2750	5889	4814
2751	5891	4812
2752	5893	4810
2753	5895	4808
2754	5897	4805
2755	5899	4803
2756	5902	4801
2757	5904	4799
2758	5906	4797
2759	5908	4795
2760	5910	4792
2761	5912	4790
2762	5914	4788
2763	5916	4786
2764	5918	4784
2765	5920	4782
2766	5923	4779
2767	5925	4777
2768	5927	4775
2769	5929	4773
2770	5931	4771
2771	5933	4769
2772	5935	4766
2773	5937	4764
2774	5939	4762
2775	5941	4760
2776	5943	4758
2777	5946	4755
2778	5948	4753
2779	5950	4751
2780	5952	4749
2781	5955	4748
2782	5957	4745
2783	5959	4743
2784	5961	4741
2785	5963	4739
2786	5965	4737
2787	5968	4735
2788	5970	4732
2789	5972	4730
2790	5974	4728
2791	5976	4726
2792	5978	4724
2793	5980	4722
2794	5983	4720
2795	5985	4717
2796	5987	4715
2797	5989	4713
2798	5991	4711
2799	5993	4709
2800	5995	4706
2801	5997	4704
2802	5999	4702
2803	6001	4700
2804	6004	4698
2805	6006	4696
2806	6008	4694
2807	6010	4691
2808	6012	4689
2809	6014	4687
2810	6016	4685
2811	6018	4683
2812	6020	4680
2813	6022	4678
2814	6025	4676
2815	6027	4674
2816	6029	4672
2817	6031	4669
2818	6033	4667
2819	6035	4665
2820	6037	4663
2821	6039	4661
2822	6041	4659
2823	6043	4656
2824	6045	4654
2825	6048	4652
2826	6050	4650
2827	6052	4648
2828	6054	4646
2829	6056	4643
2830	6058	4641
2831	6060	4639
2832	6062	4637
2833	6064	4634
2834	6066	4632
2835	6068	4630
2836	6070	4628
2837	6072	4626
2838	6074	4624
2839	6077	4621
2840	6079	4619
2841	6081	4617
2842	6083	4615
2843	6085	4613
2844	6087	4611
2845	6089	4608
2846	6091	4606
2847	6093	4604
2848	6095	4602
2849	6097	4600
2850	6099	4597
2851	6102	4595
2852	6104	4593
2853	6106	4591
2854	6108	4589
2855	6110	4587
2856	6112	4584
2857	6114	4582
2858	6116	4580
2859	6118	4578
2860	6120	4576
2861	6122	4573
2862	6124	4571
2863	6126	4569
2864	6128	4567
2865	6130	4565
2866	6132	4562
2867	6135	4560
2868	6137	4558
2869	6139	4556
2870	6141	4554
2871	6143	4551
2872	6145	4549
2873	6147	4547
2874	6149	4545
2875	6151	4543
2876	6153	4540
2877	6155	4538
2878	6157	4536
2879	6159	4534
2880	6161	4532
2881	6163	4529
2882	6165	4527
2883	6167	4525
2884	6170	4523
2885	6172	4521
2886	6174	4518
2887	6176	4516
2888	6178	4514
2889	6180	4512
2890	6182	4510
2891	6184	4507
2892	6186	4505
2893	6188	4503
2894	6190	4501
2895	6193	4499
2896	6195	4497
2897	6197	4494
2898	6199	4492
2899	6201	4490
2900	6204	4488
2901	6206	4486
2902	6208	4484
2903	6210	4482
2904	6212	4480
2905	6214	4478
2906	6216	4476
2907	6218	4473
2908	6221	4471
2909	6223	4469
2910	6225	4467
2911	6227	4465
2912	6229	4462
2913	6231	4460
2914	6233	4458
2915	6235	4456
2916	6237	4454
2917	6239	4452
2918	6241	4449
2919	6243	4447
2920	6246	4445
2921	6248	4443
2922	6250	4441
2923	6252	4439
2924	6254	4437
2925	6256	4434
2926	6259	4432
2927	6261	4430
2928	6263	4428
2929	6265	4426
2930	6267	4424
2931	6269	4422
2932	6271	4419
2933	6273	4417
2934	6275	4415
2935	6277	4413
2936	6279	4411
2937	6282	4408
2938	6284	4406
2939	6286	4404
2940	6288	4402
2941	6290	4400
2942	6292	4398
2943	6294	4395
2944	6296	4393
2945	6298	4391
2946	6300	4389
2947	6302	4387
2948	6304	4384
2949	6306	4382
2950	6308	4380
2951	6310	4378
2952	6313	4376
2953	6315	4374
2954	6317	4371
2955	6319	4369
2956	6321	4367
2957	6323	4365
2958	6325	4363
2959	6327	4360
2960	6329	4358
2961	6331	4356
2962	6333	4354
2963	6335	4352
2964	6337	4349
2965	6339	4347
2966	6342	4345
2967	6344	4343
2968	6346	4341
2969	6348	4338
2970	6350	4336
2971	6352	4334
2972	6354	4332
2973	6356	4330
2974	6358	4328
2975	6360	4325
2976	6362	4323
2977	6364	4321
2978	6366	4319
2979	6369	4317
2980	6371	4315
2981	6373	4312
2982	6375	4310
2983	6377	4308
2984	6379	4306
2985	6381	4304
2986	6383	4302
2987	6385	4299
2988	6387	4297
2989	6389	4295
2990	6391	4293
2991	6393	4291
2992	6396	4288
2993	6398	4286
2994	6400	4284
2995	6402	4282
2996	6404	4280
2997	6406	4278
2998	6408	4276
2999	6411	4274
3000	6413	4271
3001	6415	4269
3002	6418	4268
3003	6421	4266
3004	6423	4264
3005	6425	4262
3006	6427	4260
3007	6429	4258
3008	6431	4255
3009	6433	4253
3010	6435	4251
3011	6438	4249
3012	6440	4247
3013	6442	4244
3014	6444	4242
3015	6446	4240
3016	6448	4238
3017	6450	4236
3018	6452	4234
3019	6454	4232
3020	6457	4229
3021	6459	4227
3022	6461	4225
3023	6463	4223
3024	6465	4221
3025	6467	4219
3026	6469	4216
3027	6471	4214
3028	6473	4212
3029	6475	4210
3030	6477	4208
3031	6479	4205
3032	6481	4203
3033	6483	4201
3034	6486	4199
3035	6488	4197
3036	6490	4195
3037	6492	4192
3038	6494	4190
3039	6496	4188
3040	6498	4186
3041	6500	4184
3042	6502	4182
3043	6504	4179
3044	6506	4177
3045	6509	4175
3046	6511	4173
3047	6513	4171
3048	6515	4169
3049	6517	4166
3050	6519	4164
3051	6521	4162
3052	6523	4160
3053	6525	4158
3054	6528	4156
3055	6530	4153
3056	6532	4151
3057	6534	4149
3058	6536	4147
3059	6538	4145
3060	6540	4143
3061	6542	4141
3062	6545	4139
3063	6547	4136
3064	6549	4134
3065	6551	4132
3066	6553	4130
3067	6555	4128
3068	6557	4125
3069	6559	4123
3070	6561	4121
3071	6563	4119
3072	6565	4117
3073	6567	4115
3074	6569	4112
3075	6572	4110
3076	6574	4108
3077	6576	4106
3078	6578	4104
3079	6580	4102
3080	6582	4099
3081	6584	4097
3082	6586	4095
3083	6588	4093
3084	6590	4091
3085	6592	4089
3086	6594	4086
3087	6597	4084
3088	6599	4082
3089	6601	4080
3090	6603	4078
3091	6605	4076
3092	6607	4073
3093	6609	4071
3094	6611	4069
3095	6613	4067
3096	6615	4065
3097	6617	4063
3098	6620	4060
3099	6622	4058
3100	6624	4056
3101	6626	4054
3102	6628	4052
3103	6630	4050
3104	6633	4048
3105	6635	4046
3106	6637	4043
3107	6639	4041
3108	6641	4039
3109	6643	4037
3110	6645	4035
3111	6647	4033
3112	6649	4030
3113	6652	4028
3114	6654	4026
3115	6656	4024
3116	6658	4022
3117	6660	4020
3118	6662	4017
3119	6664	4015
3120	6666	4013
3121	6668	4011
3122	6670	4009
3123	6672	4007
3124	6674	4004
3125	6677	4002
3126	6679	4000
3127	6681	3998
3128	6683	3996
3129	6685	3994
3130	6687	3991
3131	6689	3989
3132	6691	3987
3133	6693	3985
3134	6695	3983
3135	6697	3980
3136	6699	3978
3137	6701	3976
3138	6703	3974
3139	6705	3972
3140	6707	3970
3141	6710	3967
3142	6712	3965
3143	6714	3963
3144	6716	3961
3145	6718	3959
3146	6720	3957
3147	6722	3954
3148	6724	3952
3149	6726	3950
3150	6728	3948
3151	6730	3946
3152	6732	3944
3153	6734	3941
3154	6736	3939
3155	6738	3937
3156	6741	3935
3157	6743	3933
3158	6745	3931
3159	6747	3928
3160	6749	3926
3161	6751	3924
3162	6753	3922
3163	6755	3920
3164	6757	3917
3165	6759	3915
3166	6761	3913
3167	6763	3911
3168	6765	3909
3169	6767	3906
3170	6769	3904
3171	6771	3902
3172	6773	3900
3173	6775	3898
3174	6778	3896
3175	6779	3893
3176	6782	3891
3177	6784	3889
3178	6786	3887
3179	6788	3885
3180	6790	3882
3181	6792	3880
3182	6794	3878
3183	6796	3876
3184	6798	3874
3185	6800	3872
3186	6802	3869
3187	6804	3867
3188	6806	3865
3189	6808	3863
3190	6810	3861
3191	6812	3858
3192	6814	3856
3193	6816	3854
3194	6819	3852
3195	6821	3850
3196	6823	3848
3197	6825	3846
3198	6827	3843
3199	6829	3841
3200	6831	3839
3201	6834	3837
3202	6836	3835
3203	6838	3833
3204	6840	3831
3205	6842	3828
3206	6844	3826
3207	6846	3824
3208	6849	3822
3209	6851	3820
3210	6853	3818
3211	6855	3816
3212	6857	3813
3213	6859	3811
3214	6861	3809
3215	6863	3807
3216	6865	3805
3217	6867	3803
3218	6869	3800
3219	6871	3798
3220	6874	3796
3221	6876	3794
3222	6878	3792
3223	6880	3790
3224	6882	3788
3225	6884	3786
3226	6886	3783
3227	6889	3781
3228	6891	3779
3229	6893	3777
3230	6895	3775
3231	6897	3773
3232	6899	3770
3233	6901	3768
3234	6903	3766
3235	6905	3764
3236	6907	3762
3237	6909	3760
3238	6911	3757
3239	6913	3755
3240	6915	3753
3241	6918	3751
3242	6920	3749
3243	6922	3747
3244	6924	3744
3245	6926	3742
3246	6928	3740
3247	6930	3738
3248	6932	3736
3249	6934	3734
3250	6936	3731
3251	6938	3729
3252	6940	3727
3253	6942	3725
3254	6945	3723
3255	6947	3721
3256	6949	3718
3257	6951	3716
3258	6953	3714
3259	6955	3712
3260	6957	3710
3261	6959	3708
3262	6961	3705
