iter	Passed	Remaining
3263	6963	3703
3264	6965	3701
3265	6967	3699
3266	6969	3697
3267	6971	3695
3268	6973	3692
3269	6976	3690
3270	6978	3688
3271	6980	3686
3272	6982	3684
3273	6984	3681
3274	6986	3679
3275	6988	3677
3276	6990	3675
3277	6992	3673
3278	6994	3670
3279	6996	3668
3280	6998	3666
3281	7000	3664
3282	7002	3662
3283	7004	3660
3284	7006	3657
3285	7008	3655
3286	7010	3653
3287	7012	3651
3288	7014	3649
3289	7016	3646
3290	7018	3644
3291	7020	3642
3292	7022	3640
3293	7024	3638
3294	7027	3636
3295	7029	3634
3296	7031	3632
3297	7033	3629
3298	7035	3627
3299	7038	3625
3300	7040	3623
3301	7042	3621
3302	7044	3619
3303	7046	3617
3304	7049	3615
3305	7051	3613
3306	7053	3610
3307	7055	3608
3308	7057	3606
3309	7059	3604
3310	7061	3602
3311	7064	3600
3312	7066	3598
3313	7068	3595
3314	7070	3593
3315	7072	3591
3316	7074	3589
3317	7076	3587
3318	7078	3585
3319	7080	3583
3320	7083	3580
3321	7085	3578
3322	7087	3576
3323	7089	3574
3324	7091	3572
3325	7093	3570
3326	7095	3567
3327	7097	3565
3328	7099	3563
3329	7101	3561
3330	7103	3559
3331	7105	3557
3332	7108	3555
3333	7110	3552
3334	7112	3550
3335	7114	3548
3336	7116	3546
3337	7118	3544
3338	7120	3542
3339	7122	3539
3340	7124	3537
3341	7127	3535
3342	7129	3533
3343	7131	3531
3344	7133	3529
3345	7135	3527
3346	7137	3525
3347	7139	3522
3348	7141	3520
3349	7143	3518
3350	7145	3516
3351	7147	3514
3352	7150	3512
3353	7152	3509
3354	7154	3507
3355	7156	3505
3356	7158	3503
3357	7160	3501
3358	7162	3499
3359	7164	3497
3360	7166	3494
3361	7168	3492
3362	7170	3490
3363	7173	3488
3364	7175	3486
3365	7177	3484
3366	7179	3481
3367	7181	3479
3368	7183	3477
3369	7185	3475
3370	7187	3473
3371	7189	3471
3372	7191	3468
3373	7193	3466
3374	7195	3464
3375	7197	3462
3376	7199	3460
3377	7201	3458
3378	7203	3455
3379	7206	3453
3380	7208	3451
3381	7210	3449
3382	7212	3447
3383	7214	3445
3384	7216	3442
3385	7218	3440
3386	7220	3438
3387	7222	3436
3388	7224	3434
3389	7226	3432
3390	7228	3430
3391	7231	3427
3392	7233	3425
3393	7235	3423
3394	7237	3421
3395	7239	3419
3396	7241	3417
3397	7243	3415
3398	7246	3413
3399	7248	3410
3400	7250	3408
3401	7252	3406
3402	7254	3404
3403	7256	3402
3404	7258	3400
3405	7260	3398
3406	7262	3395
3407	7265	3393
3408	7267	3391
3409	7269	3389
3410	7271	3387
3411	7273	3385
3412	7275	3382
3413	7277	3380
3414	7279	3378
3415	7281	3376
3416	7283	3374
3417	7285	3372
3418	7287	3370
3419	7289	3367
3420	7292	3365
3421	7294	3363
3422	7296	3361
3423	7298	3359
3424	7300	3357
3425	7302	3354
3426	7304	3352
3427	7306	3350
3428	7308	3348
3429	7310	3346
3430	7312	3344
3431	7314	3342
3432	7317	3339
3433	7319	3337
3434	7321	3335
3435	7323	3333
3436	7325	3331
3437	7327	3329
3438	7329	3326
3439	7331	3324
3440	7333	3322
3441	7335	3320
3442	7337	3318
3443	7339	3316
3444	7341	3313
3445	7343	3311
3446	7345	3309
3447	7348	3307
3448	7350	3305
3449	7353	3303
3450	7355	3301
3451	7357	3299
3452	7359	3297
3453	7361	3295
3454	7363	3292
3455	7365	3290
3456	7367	3288
3457	7369	3286
3458	7371	3284
3459	7373	3282
3460	7375	3279
3461	7378	3277
3462	7380	3275
3463	7382	3273
3464	7384	3271
3465	7386	3269
3466	7388	3266
3467	7390	3264
3468	7392	3262
3469	7394	3260
3470	7396	3258
3471	7398	3256
3472	7400	3253
3473	7402	3251
3474	7404	3249
3475	7406	3247
3476	7409	3245
3477	7411	3243
3478	7413	3241
3479	7415	3238
3480	7417	3236
3481	7419	3234
3482	7421	3232
3483	7423	3230
3484	7425	3228
3485	7427	3225
3486	7429	3223
3487	7431	3221
3488	7433	3219
3489	7435	3217
3490	7437	3215
3491	7439	3212
3492	7441	3210
3493	7444	3208
3494	7446	3206
3495	7448	3204
3496	7450	3202
3497	7452	3200
3498	7454	3197
3499	7456	3195
3500	7458	3193
3501	7461	3191
3502	7463	3189
3503	7465	3187
3504	7467	3185
3505	7469	3182
3506	7471	3180
3507	7473	3178
3508	7475	3176
3509	7478	3174
3510	7480	3172
3511	7482	3170
3512	7484	3168
3513	7486	3165
3514	7488	3163
3515	7490	3161
3516	7492	3159
3517	7494	3157
3518	7496	3155
3519	7498	3152
3520	7501	3150
3521	7503	3148
3522	7505	3146
3523	7507	3144
3524	7509	3142
3525	7511	3140
3526	7513	3137
3527	7515	3135
3528	7517	3133
3529	7519	3131
3530	7521	3129
3531	7523	3127
3532	7526	3125
3533	7528	3122
3534	7530	3120
3535	7532	3118
3536	7534	3116
3537	7536	3114
3538	7538	3112
3539	7540	3110
3540	7542	3107
3541	7545	3105
3542	7547	3103
3543	7549	3101
3544	7551	3099
3545	7553	3097
3546	7555	3095
3547	7557	3092
3548	7559	3090
3549	7561	3088
3550	7563	3086
3551	7565	3084
3552	7567	3082
3553	7569	3079
3554	7572	3077
3555	7574	3075
3556	7576	3073
3557	7578	3071
3558	7580	3069
3559	7582	3066
3560	7584	3064
3561	7586	3062
3562	7588	3060
3563	7590	3058
3564	7592	3056
3565	7594	3053
3566	7596	3051
3567	7598	3049
3568	7600	3047
3569	7602	3045
3570	7604	3043
3571	7606	3041
3572	7608	3038
3573	7610	3036
3574	7613	3034
3575	7615	3032
3576	7617	3030
3577	7619	3028
3578	7621	3025
3579	7623	3023
3580	7625	3021
3581	7627	3019
3582	7629	3017
3583	7631	3015
3584	7633	3013
3585	7636	3010
3586	7638	3008
3587	7640	3006
3588	7642	3004
3589	7644	3002
3590	7646	3000
3591	7648	2998
3592	7650	2995
3593	7652	2993
3594	7654	2991
3595	7656	2989
3596	7658	2987
3597	7661	2985
3598	7663	2983
3599	7665	2980
3600	7667	2978
3601	7669	2976
3602	7671	2974
3603	7673	2972
3604	7675	2970
3605	7677	2968
3606	7680	2965
3607	7682	2963
3608	7684	2961
3609	7686	2959
3610	7688	2957
3611	7690	2955
3612	7692	2953
3613	7694	2951
3614	7696	2948
3615	7698	2946
3616	7701	2944
3617	7703	2942
3618	7705	2940
3619	7707	2938
3620	7709	2936
3621	7711	2933
3622	7713	2931
3623	7715	2929
3624	7718	2927
3625	7720	2925
3626	7722	2923
3627	7724	2921
3628	7726	2918
3629	7728	2916
3630	7730	2914
3631	7732	2912
3632	7734	2910
3633	7737	2908
3634	7739	2906
3635	7741	2903
3636	7743	2901
3637	7745	2899
3638	7747	2897
3639	7749	2895
3640	7751	2893
3641	7753	2891
3642	7755	2888
3643	7757	2886
3644	7759	2884
3645	7761	2882
3646	7763	2880
3647	7765	2878
3648	7768	2876
3649	7770	2873
3650	7772	2871
3651	7774	2869
3652	7776	2867
3653	7778	2865
3654	7780	2863
3655	7782	2861
3656	7784	2858
3657	7786	2856
3658	7788	2854
3659	7791	2852
3660	7793	2850
3661	7795	2848
3662	7797	2846
3663	7799	2843
3664	7801	2841
3665	7803	2839
3666	7805	2837
3667	7807	2835
3668	7809	2833
3669	7811	2831
3670	7814	2829
3671	7817	2827
3672	7819	2825
3673	7821	2822
3674	7823	2820
3675	7825	2818
3676	7827	2816
3677	7829	2814
3678	7831	2812
3679	7833	2809
3680	7835	2807
3681	7837	2805
3682	7839	2803
3683	7841	2801
3684	7843	2799
3685	7845	2796
3686	7847	2794
3687	7850	2792
3688	7852	2790
3689	7854	2788
3690	7856	2786
3691	7858	2784
3692	7860	2781
3693	7862	2779
3694	7864	2777
3695	7867	2775
3696	7869	2773
3697	7871	2771
3698	7873	2769
3699	7875	2767
3700	7877	2764
3701	7880	2762
3702	7882	2760
3703	7884	2758
3704	7886	2756
3705	7888	2754
3706	7890	2752
3707	7892	2750
3708	7894	2747
3709	7896	2745
3710	7899	2743
3711	7901	2741
3712	7903	2739
3713	7905	2737
3714	7907	2735
3715	7909	2732
3716	7911	2730
3717	7913	2728
3718	7915	2726
3719	7917	2724
3720	7919	2722
3721	7921	2720
3722	7923	2717
3723	7925	2715
3724	7927	2713
3725	7930	2711
3726	7932	2709
3727	7934	2707
3728	7936	2705
3729	7938	2702
3730	7940	2700
3731	7942	2698
3732	7944	2696
3733	7946	2694
3734	7948	2692
3735	7950	2689
3736	7952	2687
3737	7954	2685
3738	7956	2683
3739	7958	2681
3740	7960	2679
3741	7963	2677
3742	7965	2674
3743	7967	2672
3744	7969	2670
3745	7971	2668
3746	7973	2666
3747	7975	2664
3748	7977	2661
3749	7979	2659
3750	7981	2657
3751	7983	2655
3752	7985	2653
3753	7987	2651
3754	7989	2649
3755	7991	2646
3756	7994	2644
3757	7996	2642
3758	7998	2640
3759	8000	2638
3760	8002	2636
3761	8004	2634
3762	8006	2631
3763	8008	2629
3764	8010	2627
3765	8012	2625
3766	8014	2623
3767	8016	2621
3768	8018	2619
3769	8020	2616
3770	8022	2614
3771	8025	2612
3772	8027	2610
3773	8029	2608
3774	8031	2606
3775	8033	2604
3776	8035	2601
3777	8037	2599
3778	8039	2597
3779	8041	2595
3780	8043	2593
3781	8045	2591
3782	8047	2588
3783	8049	2586
3784	8051	2584
3785	8053	2582
3786	8055	2580
3787	8057	2578
3788	8060	2576
3789	8062	2573
3790	8064	2571
3791	8066	2569
3792	8068	2567
3793	8070	2565
3794	8072	2563
3795	8074	2561
3796	8076	2558
3797	8078	2556
3798	8080	2554
3799	8083	2552
3800	8085	2550
3801	8087	2548
3802	8089	2546
3803	8091	2544
3804	8093	2541
3805	8096	2540
3806	8099	2538
3807	8101	2535
3808	8103	2533
3809	8105	2531
3810	8108	2529
3811	8110	2527
3812	8112	2525
3813	8114	2523
3814	8116	2521
3815	8118	2518
3816	8120	2516
3817	8122	2514
3818	8124	2512
3819	8126	2510
3820	8128	2508
3821	8130	2506
3822	8132	2503
3823	8134	2501
3824	8136	2499
3825	8139	2497
3826	8141	2495
3827	8143	2493
3828	8145	2491
3829	8147	2488
3830	8149	2486
3831	8151	2484
3832	8153	2482
3833	8155	2480
3834	8157	2478
3835	8159	2476
3836	8161	2473
3837	8163	2471
3838	8165	2469
3839	8167	2467
3840	8170	2465
3841	8172	2463
3842	8174	2460
3843	8176	2458
3844	8178	2456
3845	8180	2454
3846	8182	2452
3847	8184	2450
3848	8186	2448
3849	8188	2445
3850	8190	2443
3851	8192	2441
3852	8194	2439
3853	8196	2437
3854	8199	2435
3855	8201	2433
3856	8203	2431
3857	8206	2429
3858	8208	2426
3859	8210	2424
3860	8212	2422
3861	8214	2420
3862	8216	2418
3863	8218	2416
3864	8220	2413
3865	8222	2411
3866	8224	2409
3867	8226	2407
3868	8228	2405
3869	8230	2403
3870	8232	2401
3871	8234	2398
3872	8236	2396
3873	8238	2394
3874	8240	2392
3875	8242	2390
3876	8244	2388
3877	8247	2386
3878	8249	2383
3879	8251	2381
3880	8253	2379
3881	8255	2377
3882	8257	2375
3883	8259	2373
3884	8261	2371
3885	8263	2368
3886	8265	2366
3887	8267	2364
3888	8269	2362
3889	8271	2360
3890	8273	2358
3891	8275	2356
3892	8278	2353
3893	8280	2352
3894	8283	2349
3895	8285	2347
3896	8287	2345
3897	8290	2343
3898	8292	2341
3899	8294	2339
3900	8296	2337
3901	8298	2335
3902	8300	2333
3903	8303	2331
3904	8305	2328
3905	8307	2326
3906	8309	2324
3907	8311	2322
3908	8313	2320
3909	8315	2318
3910	8317	2316
3911	8319	2313
3912	8321	2311
3913	8324	2309
3914	8326	2307
3915	8328	2305
3916	8330	2303
3917	8332	2301
3918	8334	2298
3919	8336	2296
3920	8338	2294
3921	8340	2292
3922	8342	2290
3923	8344	2288
3924	8346	2286
3925	8348	2283
3926	8351	2281
3927	8353	2279
3928	8355	2277
3929	8357	2275
3930	8359	2273
3931	8361	2271
3932	8363	2269
3933	8365	2266
3934	8367	2264
3935	8369	2262
3936	8372	2260
3937	8374	2258
3938	8376	2256
3939	8378	2254
3940	8380	2251
3941	8382	2249
3942	8384	2247
3943	8386	2245
3944	8388	2243
3945	8390	2241
3946	8392	2239
3947	8394	2236
3948	8396	2234
3949	8399	2232
3950	8401	2230
3951	8403	2228
3952	8405	2226
3953	8407	2224
3954	8409	2221
3955	8411	2219
3956	8413	2217
3957	8415	2215
3958	8417	2213
3959	8419	2211
3960	8421	2209
3961	8423	2206
3962	8425	2204
3963	8427	2202
3964	8429	2200
3965	8431	2198
3966	8433	2196
3967	8435	2194
3968	8438	2191
3969	8440	2189
3970	8442	2187
3971	8444	2185
3972	8446	2183
3973	8448	2181
3974	8450	2179
3975	8452	2176
3976	8454	2174
3977	8456	2172
3978	8458	2170
3979	8460	2168
3980	8462	2166
3981	8464	2164
3982	8466	2161
3983	8469	2159
3984	8471	2157
3985	8473	2155
3986	8475	2153
3987	8477	2151
3988	8479	2149
3989	8481	2146
3990	8483	2144
3991	8485	2142
3992	8488	2140
3993	8490	2138
3994	8492	2136
3995	8494	2134
3996	8496	2132
3997	8499	2130
3998	8501	2127
3999	8503	2125
4000	8506	2123
4001	8508	2121
4002	8510	2119
4003	8512	2117
4004	8514	2115
4005	8516	2113
4006	8518	2111
4007	8521	2108
4008	8523	2106
4009	8525	2104
4010	8527	2102
4011	8529	2100
4012	8531	2098
4013	8533	2096
4014	8535	2094
4015	8537	2091
4016	8539	2089
4017	8541	2087
4018	8543	2085
4019	8545	2083
4020	8547	2081
4021	8549	2079
4022	8552	2076
4023	8554	2074
4024	8556	2072
4025	8558	2070
4026	8560	2068
4027	8562	2066
4028	8564	2064
4029	8566	2061
4030	8568	2059
4031	8570	2057
4032	8572	2055
4033	8574	2053
4034	8576	2051
4035	8578	2049
4036	8581	2046
4037	8583	2044
4038	8585	2042
4039	8587	2040
4040	8589	2038
4041	8591	2036
4042	8593	2034
4043	8595	2031
4044	8597	2029
4045	8599	2027
4046	8601	2025
4047	8603	2023
4048	8605	2021
4049	8607	2019
4050	8609	2017
4051	8612	2014
4052	8614	2012
4053	8616	2010
4054	8618	2008
4055	8620	2006
4056	8622	2004
4057	8624	2002
4058	8626	1999
4059	8628	1997
4060	8630	1995
4061	8632	1993
4062	8634	1991
4063	8636	1989
4064	8638	1987
4065	8640	1984
4066	8643	1982
4067	8645	1980
4068	8647	1978
4069	8649	1976
4070	8651	1974
4071	8653	1972
4072	8655	1969
4073	8657	1967
4074	8659	1965
4075	8661	1963
4076	8663	1961
4077	8665	1959
4078	8667	1957
4079	8669	1954
4080	8671	1952
4081	8673	1950
4082	8675	1948
4083	8677	1946
4084	8680	1944
4085	8682	1942
4086	8684	1939
4087	8686	1937
4088	8688	1935
4089	8690	1933
4090	8692	1931
4091	8694	1929
4092	8696	1927
4093	8698	1925
4094	8700	1922
4095	8703	1920
4096	8705	1918
4097	8707	1916
4098	8710	1914
4099	8712	1912
4100	8714	1910
4101	8716	1908
4102	8718	1906
4103	8721	1904
4104	8723	1901
4105	8725	1899
4106	8727	1897
4107	8729	1895
4108	8731	1893
4109	8733	1891
4110	8735	1889
4111	8738	1887
4112	8740	1884
4113	8742	1882
4114	8745	1880
4115	8747	1878
4116	8749	1876
4117	8751	1874
4118	8754	1872
4119	8756	1870
4120	8758	1868
4121	8760	1865
4122	8762	1863
4123	8764	1861
4124	8766	1859
4125	8768	1857
4126	8770	1855
4127	8772	1853
4128	8774	1851
4129	8776	1848
4130	8778	1846
4131	8780	1844
4132	8782	1842
4133	8785	1840
4134	8787	1838
4135	8789	1836
4136	8791	1833
4137	8793	1831
4138	8795	1829
4139	8797	1827
4140	8799	1825
4141	8801	1823
4142	8803	1821
4143	8805	1818
4144	8807	1816
4145	8809	1814
4146	8812	1812
4147	8814	1810
4148	8816	1808
4149	8818	1806
4150	8820	1804
4151	8822	1801
4152	8824	1799
4153	8826	1797
4154	8828	1795
4155	8830	1793
4156	8832	1791
4157	8834	1789
4158	8836	1786
4159	8838	1784
4160	8840	1782
4161	8842	1780
4162	8844	1778
4163	8847	1776
4164	8849	1774
4165	8851	1771
4166	8853	1769
4167	8855	1767
4168	8857	1765
4169	8859	1763
4170	8861	1761
4171	8863	1759
4172	8865	1756
4173	8867	1754
4174	8869	1752
4175	8872	1750
4176	8874	1748
4177	8876	1746
4178	8878	1744
4179	8881	1742
4180	8883	1740
4181	8885	1737
4182	8887	1735
4183	8889	1733
4184	8891	1731
4185	8893	1729
4186	8895	1727
4187	8897	1725
4188	8899	1722
4189	8901	1720
4190	8903	1718
4191	8905	1716
4192	8907	1714
4193	8910	1712
4194	8912	1710
4195	8914	1708
4196	8916	1706
4197	8919	1703
4198	8921	1701
4199	8923	1699
4200	8925	1697
4201	8927	1695
4202	8929	1693
4203	8932	1691
4204	8934	1689
4205	8936	1686
4206	8938	1684
4207	8940	1682
4208	8942	1680
4209	8944	1678
4210	8947	1676
4211	8949	1674
4212	8951	1672
4213	8953	1670
4214	8955	1667
4215	8957	1665
4216	8959	1663
4217	8961	1661
4218	8964	1659
4219	8966	1657
4220	8968	1655
4221	8971	1653
4222	8973	1650
4223	8975	1648
4224	8977	1646
4225	8979	1644
4226	8981	1642
4227	8983	1640
4228	8985	1638
4229	8987	1636
4230	8989	1633
4231	8991	1631
4232	8993	1629
4233	8996	1627
4234	8998	1625
4235	9000	1623
4236	9002	1621
4237	9004	1618
4238	9006	1616
4239	9008	1614
4240	9010	1612
4241	9012	1610
4242	9014	1608
4243	9016	1606
4244	9018	1603
4245	9020	1601
4246	9022	1599
4247	9024	1597
4248	9026	1595
4249	9028	1593
4250	9030	1591
4251	9032	1589
4252	9034	1586
4253	9036	1584
4254	9038	1582
4255	9040	1580
4256	9043	1578
4257	9045	1576
4258	9047	1574
4259	9049	1571
4260	9051	1569
4261	9053	1567
4262	9055	1565
4263	9057	1563
4264	9059	1561
4265	9061	1559
4266	9063	1556
4267	9065	1554
4268	9067	1552
4269	9069	1550
4270	9071	1548
4271	9073	1546
4272	9075	1544
4273	9077	1542
4274	9080	1539
4275	9082	1537
4276	9084	1535
4277	9086	1533
4278	9088	1531
4279	9090	1529
4280	9092	1527
4281	9094	1524
4282	9096	1522
4283	9098	1520
4284	9100	1518
4285	9102	1516
4286	9104	1514
4287	9106	1512
4288	9108	1509
4289	9110	1507
4290	9112	1505
4291	9114	1503
4292	9116	1501
4293	9118	1499
4294	9121	1497
4295	9123	1495
4296	9125	1492
4297	9127	1490
4298	9130	1488
4299	9132	1486
4300	9134	1484
4301	9136	1482
4302	9138	1480
4303	9140	1478
4304	9143	1476
4305	9145	1473
4306	9147	1471
4307	9149	1469
4308	9151	1467
4309	9153	1465
4310	9155	1463
4311	9157	1461
4312	9159	1458
4313	9161	1456
4314	9163	1454
4315	9165	1452
4316	9167	1450
4317	9169	1448
4318	9171	1446
4319	9174	1444
4320	9176	1441
4321	9179	1440
4322	9181	1437
4323	9183	1435
4324	9185	1433
4325	9187	1431
4326	9189	1429
4327	9191	1427
4328	9193	1425
4329	9196	1422
4330	9198	1420
4331	9200	1418
4332	9202	1416
4333	9204	1414
4334	9206	1412
4335	9208	1410
4336	9211	1408
4337	9213	1406
4338	9215	1403
4339	9217	1401
4340	9219	1399
4341	9221	1397
4342	9223	1395
4343	9225	1393
4344	9227	1391
4345	9229	1388
4346	9231	1386
4347	9233	1384
4348	9236	1382
4349	9238	1380
4350	9240	1378
4351	9242	1376
4352	9244	1373
4353	9246	1371
4354	9248	1369
4355	9250	1367
4356	9252	1365
4357	9254	1363
4358	9256	1361
4359	9258	1359
4360	9260	1356
4361	9262	1354
4362	9264	1352
4363	9266	1350
4364	9268	1348
4365	9270	1346
4366	9272	1344
4367	9274	1341
4368	9277	1339
4369	9279	1337
4370	9281	1335
4371	9283	1333
4372	9285	1331
4373	9287	1329
4374	9289	1327
4375	9291	1324
4376	9293	1322
4377	9295	1320
4378	9297	1318
4379	9299	1316
4380	9302	1314
4381	9304	1312
4382	9306	1310
4383	9308	1307
4384	9310	1305
4385	9312	1303
4386	9314	1301
4387	9316	1299
4388	9318	1297
4389	9320	1295
4390	9322	1292
4391	9324	1290
4392	9326	1288
4393	9328	1286
4394	9331	1284
4395	9333	1282
4396	9335	1280
4397	9337	1278
4398	9339	1276
4399	9342	1273
4400	9344	1271
4401	9346	1269
4402	9348	1267
4403	9350	1265
4404	9352	1263
4405	9354	1261
4406	9356	1259
4407	9358	1256
4408	9361	1254
4409	9363	1252
4410	9365	1250
4411	9367	1248
4412	9369	1246
4413	9371	1244
4414	9373	1242
4415	9375	1239
4416	9377	1237
4417	9380	1235
4418	9382	1233
4419	9384	1231
4420	9386	1229
4421	9388	1227
4422	9390	1225
4423	9392	1222
4424	9394	1220
4425	9396	1218
4426	9398	1216
4427	9400	1214
4428	9402	1212
4429	9404	1210
4430	9406	1207
4431	9408	1205
4432	9410	1203
4433	9413	1201
4434	9415	1199
4435	9417	1197
4436	9419	1195
4437	9421	1193
4438	9423	1190
4439	9425	1188
4440	9427	1186
4441	9430	1184
4442	9432	1182
4443	9434	1180
4444	9436	1178
4445	9438	1176
4446	9440	1173
4447	9442	1171
4448	9444	1169
4449	9446	1167
4450	9448	1165
4451	9450	1163
4452	9452	1161
4453	9454	1159
4454	9457	1156
4455	9459	1154
4456	9461	1152
4457	9463	1150
4458	9465	1148
4459	9467	1146
4460	9469	1144
4461	9471	1142
4462	9473	1139
4463	9475	1137
4464	9477	1135
4465	9479	1133
4466	9481	1131
4467	9483	1129
4468	9485	1127
4469	9488	1124
4470	9490	1122
4471	9492	1120
4472	9494	1118
4473	9496	1116
4474	9498	1114
4475	9500	1112
4476	9502	1110
4477	9504	1107
4478	9506	1105
4479	9508	1103
4480	9510	1101
4481	9512	1099
4482	9514	1097
4483	9516	1095
4484	9518	1093
4485	9521	1090
4486	9523	1088
4487	9525	1086
4488	9527	1084
4489	9529	1082
4490	9531	1080
4491	9533	1078
4492	9535	1076
4493	9537	1073
4494	9539	1071
4495	9542	1069
4496	9544	1067
4497	9546	1065
4498	9548	1063
4499	9550	1061
4500	9552	1059
4501	9554	1056
4502	9557	1054
4503	9559	1052
4504	9561	1050
4505	9563	1048
4506	9565	1046
4507	9567	1044
4508	9569	1042
4509	9571	1039
4510	9574	1037
4511	9576	1035
4512	9578	1033
4513	9580	1031
4514	9582	1029
4515	9584	1027
4516	9586	1025
4517	9589	1022
4518	9591	1020
4519	9593	1018
4520	9595	1016
4521	9597	1014
4522	9599	1012
4523	9601	1010
4524	9603	1008
4525	9605	1005
4526	9607	1003
4527	9609	1001
4528	9611	999
4529	9613	997
4530	9615	995
4531	9617	993
4532	9619	991
4533	9621	988
4534	9623	986
4535	9625	984
4536	9627	982
4537	9629	980
4538	9631	978
4539	9634	976
4540	9636	974
4541	9638	971
4542	9640	969
4543	9642	967
4544	9644	965
4545	9646	963
4546	9648	961
4547	9650	959
4548	9652	956
4549	9654	954
4550	9656	952
4551	9658	950
4552	9660	948
4553	9663	946
4554	9665	944
4555	9667	942
4556	9669	939
4557	9671	937
4558	9673	935
4559	9675	933
4560	9677	931
4561	9680	929
4562	9682	927
4563	9684	925
4564	9686	923
4565	9688	920
4566	9690	918
4567	9692	916
4568	9694	914
4569	9696	912
4570	9698	910
4571	9700	908
4572	9702	906
4573	9704	903
4574	9707	901
4575	9709	899
4576	9711	897
4577	9713	895
4578	9715	893
4579	9717	891
4580	9719	888
4581	9721	886
4582	9723	884
4583	9725	882
4584	9727	880
4585	9729	878
4586	9731	876
4587	9733	874
4588	9736	871
4589	9738	869
4590	9740	867
4591	9742	865
4592	9744	863
4593	9746	861
4594	9748	859
4595	9750	857
4596	9753	855
4597	9755	852
4598	9757	850
4599	9759	848
4600	9761	846
4601	9763	844
4602	9766	842
4603	9768	840
4604	9770	838
4605	9772	835
4606	9774	833
4607	9776	831
4608	9778	829
4609	9780	827
4610	9782	825
4611	9784	823
4612	9786	821
4613	9788	818
4614	9790	816
4615	9793	814
4616	9795	812
4617	9797	810
4618	9799	808
4619	9801	806
4620	9803	804
4621	9805	801
4622	9807	799
4623	9809	797
4624	9811	795
4625	9813	793
4626	9815	791
4627	9817	789
4628	9819	787
4629	9821	784
4630	9823	782
4631	9825	780
4632	9827	778
4633	9830	776
4634	9832	774
4635	9834	772
4636	9836	770
4637	9838	767
4638	9840	765
4639	9842	763
4640	9844	761
4641	9846	759
4642	9848	757
4643	9850	755
4644	9852	753
4645	9854	750
4646	9856	748
4647	9859	746
4648	9861	744
4649	9863	742
4650	9865	740
4651	9867	738
4652	9869	736
4653	9871	733
4654	9873	731
4655	9875	729
4656	9877	727
4657	9879	725
4658	9881	723
4659	9883	721
4660	9885	719
4661	9887	716
4662	9889	714
4663	9891	712
4664	9894	710
4665	9896	708
4666	9898	706
4667	9900	704
4668	9902	702
4669	9904	699
4670	9906	697
4671	9908	695
4672	9910	693
4673	9912	691
4674	9914	689
4675	9916	687
4676	9918	685
4677	9920	682
4678	9923	680
4679	9925	678
4680	9927	676
4681	9929	674
4682	9931	672
4683	9933	670
4684	9935	668
4685	9937	665
4686	9939	663
4687	9941	661
4688	9943	659
4689	9945	657
4690	9947	655
4691	9949	653
4692	9951	651
4693	9954	648
4694	9956	646
4695	9958	644
4696	9960	642
4697	9962	640
4698	9964	638
4699	9966	636
4700	9968	634
4701	9970	631
4702	9973	629
4703	9975	627
4704	9977	625
4705	9979	623
4706	9981	621
4707	9983	619
4708	9985	617
4709	9987	614
4710	9989	612
4711	9992	610
4712	9994	608
4713	9996	606
4714	9998	604
4715	10000	602
4716	10002	600
4717	10004	597
4718	10006	595
4719	10008	593
4720	10010	591
4721	10012	589
4722	10014	587
4723	10016	585
4724	10018	583
4725	10020	580
4726	10023	578
4727	10025	576
4728	10027	574
4729	10029	572
4730	10031	570
4731	10033	568
4732	10035	566
4733	10037	564
4734	10039	561
4735	10041	559
4736	10043	557
4737	10045	555
4738	10047	553
4739	10049	551
4740	10051	549
4741	10054	547
4742	10056	544
4743	10058	542
4744	10060	540
4745	10062	538
4746	10064	536
4747	10066	534
4748	10068	532
4749	10070	530
4750	10072	527
4751	10074	525
4752	10076	523
4753	10078	521
4754	10080	519
4755	10083	517
4756	10085	515
4757	10087	513
4758	10089	510
4759	10091	508
4760	10093	506
4761	10095	504
4762	10097	502
4763	10099	500
4764	10101	498
4765	10103	496
4766	10105	493
4767	10107	491
4768	10109	489
4769	10111	487
4770	10113	485
4771	10116	483
4772	10118	481
4773	10120	479
4774	10122	476
4775	10124	474
4776	10126	472
4777	10128	470
4778	10130	468
4779	10132	466
4780	10134	464
4781	10136	462
4782	10138	459
4783	10140	457
4784	10143	455
4785	10145	453
4786	10147	451
4787	10149	449
4788	10152	447
4789	10155	445
4790	10157	443
4791	10159	440
4792	10161	438
4793	10163	436
4794	10166	434
4795	10168	432
4796	10170	430
4797	10172	428
4798	10174	426
4799	10176	424
4800	10178	421
4801	10180	419
4802	10183	417
4803	10185	415
4804	10188	413
4805	10190	411
4806	10192	409
4807	10194	407
4808	10196	404
4809	10198	402
4810	10200	400
4811	10202	398
4812	10204	396
4813	10206	394
4814	10209	392
4815	10211	390
4816	10213	388
4817	10215	385
4818	10217	383
4819	10219	381
4820	10221	379
4821	10223	377
4822	10225	375
4823	10227	373
4824	10229	371
4825	10231	368
4826	10233	366
4827	10235	364
4828	10237	362
4829	10239	360
4830	10242	358
4831	10244	356
4832	10246	354
4833	10248	351
4834	10250	349
4835	10252	347
4836	10254	345
4837	10256	343
4838	10258	341
4839	10260	339
4840	10262	337
4841	10264	334
4842	10266	332
4843	10268	330
4844	10271	328
4845	10273	326
4846	10275	324
4847	10277	322
4848	10279	320
4849	10281	317
4850	10283	315
4851	10285	313
4852	10287	311
