iter	MAPE	RMSE	MAE
115	0.2858618641	794116.2171	393443.191
116	0.2851837993	792259.3262	392775.1343
117	0.2844744702	789923.5102	391903.0608
118	0.2829981126	787246.4219	390587.7836
119	0.2828174287	785867.6018	390265.3231
120	0.2819570784	783591.3917	389373.9813
121	0.2807542333	781551.5295	388452.0185
122	0.2795218934	778963.7675	387095.2374
123	0.278393757	777436.555	386351.4201
124	0.2761931124	775498.9917	384668.6282
125	0.2747421229	773320.7481	383530.4047
126	0.2747643835	772794.0072	383504.2048
127	0.2747856613	772260.8233	383449.7206
128	0.2748001909	771761.4332	383411.2619
129	0.2740713806	769289.2601	382499.1305
130	0.2741072177	768932.0384	382474.8749
131	0.2728945027	767335.7668	381535.094
132	0.2720433527	765083.9891	380594.8537
133	0.2703514222	762321.9239	378854.5611
134	0.2690651569	759931.9451	377716.6963
135	0.2674178109	757190.4163	376125.2134
136	0.2674102776	756697.8098	376074.7415
137	0.2674219917	756228.35	376038.139
138	0.2666974464	754158.1732	375302.0082
139	0.2667039029	753697.315	375264.7332
140	0.2667169975	753235.2112	375226.8903
141	0.2667092114	752738.0449	375182.981
142	0.2667486607	752546.3084	375191.6807
143	0.2667625725	752088.9135	375149.5909
144	0.2651029156	750089.9467	373673.8677
145	0.2632235906	747781.3646	372189.6922
146	0.2631926456	747333.1912	372129.2789
147	0.2631280456	746919.7711	372067.7274
148	0.2619227949	744528.6557	370750.4945
149	0.2619308661	744103.9709	370717.9277
150	0.2619452178	743674.1293	370681.7132
151	0.2619854474	743404.9785	370679.4429
152	0.2611064334	741001.3041	369710.9704
153	0.2610920718	740503.2336	369638.955
154	0.2610178793	739708.9171	369512.6465
155	0.2610037714	739294.4044	369470.2124
156	0.2610043241	738895.5529	369428.766
157	0.2609912205	738440.351	369380.8199
158	0.2604999434	736931.8241	368843.0476
159	0.2604533575	736499.715	368773.4438
160	0.2593370477	734264.1902	367557.0769
161	0.2578749597	732517.2505	366513.8665
162	0.2578912258	732135.6456	366483.96
163	0.2562833401	730198.0083	365240.3254
164	0.256318067	729954.9783	365235.9819
165	0.255203078	727675.5932	364305.052
166	0.2541552809	725658.2096	363237.7747
167	0.2537085428	724111.4232	362814.6558
168	0.2537234505	723745.8474	362780.8532
169	0.2523198813	721447.5259	361606.9843
170	0.2504959426	719219.6083	359882.8258
171	0.250062002	718204.7144	359385.9864
172	0.2500618773	717852.8855	359350.5822
173	0.2500610229	717451.6497	359304.1181
174	0.2491127871	715775.3665	358247.0334
175	0.2478269852	714169.1749	357388.1691
176	0.2478080997	713794.5383	357332.2554
177	0.2477593884	713390.9481	357256.6423
178	0.2464369992	711589.6966	355917.917
179	0.2464136345	711252.9445	355871.8324
180	0.2464169	710928.0971	355840.5126
181	0.2464200043	710549.2462	355785.8512
182	0.2458729987	709182.8735	355240.3356
183	0.2458356666	708861.9559	355198.7388
184	0.2446442434	706731.3491	353915.9951
185	0.2446125871	706503.5379	353880.9054
186	0.2429307281	704804.7386	352545.7082
187	0.2420386123	703005.4686	351613.4111
188	0.2420044447	702781.2989	351586.7107
189	0.2419913862	702471.7926	351547.779
190	0.2419688362	702165.6687	351504.6763
191	0.2419663928	701833.0978	351458.0797
192	0.2417689203	700857.2937	351116.6802
193	0.2402122545	698956.7079	349691.0421
194	0.2401062478	698294.3304	349495.4686
195	0.2387616018	696657.9678	348601.4047
196	0.2374307792	694865.3862	347459.1919
197	0.2361532892	693187.596	346487.1795
198	0.2361554208	692853.6805	346440.203
199	0.2356800097	691417.7023	345913.0913
200	0.2351749787	689865.3645	345382.7651
201	0.2351471212	689529.0798	345314.8031
202	0.2343179425	687746.1307	344278.5967
203	0.2343186085	687470.3132	344248.8977
204	0.2339410765	686226.0452	343844.8055
205	0.2325845457	684749.614	342626.6265
206	0.232555185	684442.6119	342578.4298
207	0.2325624457	684128.7177	342539.1191
208	0.2325629995	683863.099	342507.3724
209	0.2325629718	683602.5396	342475.1428
210	0.2325875587	683428.7223	342471.5078
211	0.2325733024	683168.9873	342437.7047
212	0.232550164	682885.5795	342394.4899
213	0.2325450027	682635.4831	342362.6988
214	0.2315608849	680645.7382	341555.061
215	0.2310572941	679277.1795	340988.7047
216	0.2306832688	677784.0796	340499.6894
217	0.2296455666	676120.5018	339579.1127
218	0.2293958582	675448.6765	339410.1994
219	0.2293846457	675189.1228	339369.2063
220	0.2278176418	673679.4991	338138.7492
221	0.2278409534	673517.8845	338131.7026
222	0.2278407448	673251.3528	338090.6418
223	0.2278388969	673020.4409	338062.387
224	0.2272821061	671323.3316	337270.9102
225	0.2272557974	671091.6961	337234.9799
226	0.226743405	669857.5332	336842.0644
227	0.2267645848	669690.2647	336828.0516
228	0.2267658107	669467.9234	336805.6987
229	0.2260011903	668097.6975	335896.2713
230	0.2258504754	667495.8914	335717.3139
231	0.2246094983	665674.6115	334677.5948
232	0.2246094228	665456.034	334645.4474
233	0.2231686182	664043.5653	333475.5316
234	0.2224178646	662649.6183	332962.0757
235	0.2224129707	662436.9484	332935.6568
236	0.2219612745	661463.5353	332459.5164
237	0.2211000699	660188.5259	331732.9296
238	0.2208523033	659294.9915	331410.2343
239	0.2208526243	659154.4354	331399.0071
240	0.2208647918	659002.4605	331382.3655
241	0.2201453207	657962.4806	330785.3672
242	0.2201695296	657813.0296	330772.2541
243	0.2201462003	657595.9693	330740.312
244	0.2201634484	657436.0688	330729.1529
245	0.2193319611	656283.9063	329916.2056
246	0.2189844472	655168.359	329409.7304
247	0.2182759214	653531.5865	328697.7083
248	0.2171882033	651943.9408	327818.8769
249	0.216879767	651357.0997	327583.8681
250	0.2155494443	649931.1988	326504.0471
251	0.2153799826	649441.2508	326305.5482
252	0.215379004	649298.1802	326286.1365
253	0.2144637449	647882.3696	325472.7618
254	0.213521212	646818.4772	324805.7565
255	0.2125778458	645753.3623	324033.895
256	0.2125460787	645524.5626	323968.7627
257	0.2125489258	645320.1258	323941.4229
258	0.2120915792	644329.9862	323663.3171
259	0.2111414316	643193.4283	322971.6962
260	0.2105456918	641694.5196	322344.9131
261	0.2105330647	641507.0646	322312.8588
262	0.2093595915	640235.595	321318.8807
263	0.2090198693	639318.0411	320817.7555
264	0.2089857805	638974.1461	320785.0395
265	0.2080391836	638057.4713	320047.7526
266	0.2080272392	637933.2868	320030.2844
267	0.207818656	636862.3867	319796.2177
268	0.2073726855	635593.7869	319205.8665
269	0.2069188624	634502.9213	318719.727
270	0.2061751304	633186.8572	318064.3424
271	0.2061128745	632783.3784	317927.5916
272	0.206117262	632595.4624	317901.1915
273	0.2058574876	631579.3837	317546.459
274	0.2051607439	630495.5777	317106.8459
275	0.2050941771	630221.0411	317025.0388
276	0.2050993667	630079.8149	317007.9116
277	0.2043125284	628906.4552	316433.3273
278	0.2042195461	628528.0762	316330.6411
279	0.2042159917	628344.0413	316298.1662
280	0.2036574352	627395.6552	315805.813
281	0.2032472332	626677.3649	315491.4835
282	0.2032424316	626500.7935	315461.9211
283	0.2026659819	625790.7877	315016.1903
284	0.2026727655	625676.9861	315003.2139
285	0.2026649635	625557.8255	314983.1771
286	0.2026444949	625383.3184	314949.953
287	0.2017327649	624549.806	314211.0149
288	0.2017494621	624432.3767	314201.6005
289	0.2017069323	624102.2469	314157.2079
290	0.2017015771	623932.3503	314116.3262
291	0.2013181466	623063.5259	313721.8558
292	0.2010288635	621674.8394	313199.0695
293	0.2010328465	621574.7123	313187.8407
294	0.2006887711	620797.546	312814.9212
295	0.2006840093	620647.3975	312784.2575
296	0.2001699459	619668.8063	312330.666
297	0.1998626005	619096.4738	311982.0974
298	0.1995559452	617870.4369	311541.6098
299	0.1993203681	616750.853	311107.2351
300	0.1991955801	616342.544	310938.5689
301	0.1992089044	616246.6765	310930.8755
302	0.1988994368	615292.7323	310585.1832
303	0.1986798658	614284.5944	310180.779
304	0.198695562	614173.2862	310168.535
305	0.1987148472	614071.8611	310162.5277
306	0.1987163909	613981.8659	310152.2939
307	0.1979741112	612749.2981	309523.8005
308	0.1970202764	611616.9399	308752.9207
309	0.1963122039	610952.0418	308195.395
310	0.1958906592	610129.1289	307806.6001
311	0.1950557154	609189.4755	307153.3013
312	0.1950392195	609070.3406	307125.1898
313	0.1950002189	608717.9086	307073.327
314	0.1947583515	607905.5222	306768.3239
315	0.1944114039	606658.2692	306178.7771
316	0.1942498082	606109.537	305914.1514
317	0.1942408002	605975.2282	305888.8502
318	0.1942227096	605814.6067	305852.9344
319	0.1941120432	605461.4234	305707.7915
320	0.193653231	604798.5246	305355.7834
321	0.193620187	604531.9349	305306.8165
322	0.1936003996	604366.0436	305262.6395
323	0.1935704082	604212.2518	305232.9353
324	0.1932613321	603668.2674	305050.5575
325	0.1932515644	603545.8811	305027.8524
326	0.1929851481	602537.1667	304616.8975
327	0.1928326832	601742.4861	304332.2261
328	0.192415951	600656.1574	303961.3596
329	0.1923730616	599818.0012	303832.6541
330	0.1922988972	599146.209	303651.6527
331	0.1921639367	598774.6538	303482.8092
332	0.1919519047	598149.297	303239.528
333	0.191504878	597462.4209	302716.3175
334	0.1915103539	597369.5437	302703.5026
335	0.1913930502	596580.4721	302553.5105
336	0.1912645192	595796.7725	302351.9797
337	0.1908698838	595309.9598	302003.0154
338	0.1907696452	594531.4033	301774.4274
339	0.1907669875	594416.9702	301752.5451
340	0.1900719487	593493.0603	301166.5466
341	0.1900635773	593391.9039	301146.4801
342	0.1900790016	593310.6149	301135.7591
343	0.189863934	592438.2245	300799.889
344	0.1898586324	592304.4951	300777.2649
345	0.1898608429	592152.9144	300754.9545
346	0.189534149	590918.2637	300386.6541
347	0.1895052715	590724.0901	300360.2237
348	0.1894561856	590569.5546	300322.2272
349	0.1890983361	589519.3714	299710.8244
350	0.1889831029	589178.4209	299550.953
351	0.1889774205	589073.0924	299529.6781
352	0.1888595239	588364.6602	299399.9325
353	0.1886974778	587603.1885	299145.8022
354	0.1881684337	586833.6361	298674.769
355	0.1877853399	585785.4864	298150.4231
356	0.1872362465	584829.0381	297686.9654
357	0.1867794888	584214.8554	297264.0309
358	0.1867674625	584106.0297	297240.4488
359	0.1866060028	583586.1683	297051.3071
360	0.1865945658	583463.2155	296997.9668
361	0.1858322485	582591.3171	296376.6138
362	0.1856740663	582140.7739	296122.1017
363	0.1856678316	582023.6509	296102.695
364	0.1853824016	581177.3314	295610.5117
365	0.1852722343	580323.3364	295406.4061
366	0.1850857886	579700.5178	295130.0015
367	0.1850866915	579596.3516	295109.3185
368	0.1850795942	579473.5956	295076.4569
369	0.1850566948	579332.7613	295019.3576
370	0.1850601697	579246.9451	295003.7977
371	0.1850233671	578959.4774	294939.5696
372	0.1850159078	578828.0165	294909.9627
373	0.1849931948	578394.127	294833.0342
374	0.1849864497	578303.1374	294814.5578
375	0.184985022	578197.7324	294790.4414
376	0.1849844947	578100.0788	294770.3277
377	0.1849951898	577848.2015	294732.948
378	0.184963752	577268.1658	294636.0806
379	0.1849571569	577033.9563	294606.4492
380	0.1849067065	576395.3683	294481.8183
381	0.1849059739	576297.8998	294461.0155
382	0.1849163537	576100.3153	294442.6062
383	0.1849150443	575966.1222	294406.9111
384	0.1848760642	575489.9797	294334.5524
385	0.1844233821	574628.8739	293956.1511
386	0.1842300168	573995.5374	293687.2217
387	0.1842182915	573884.0834	293663.0029
388	0.1840552119	573133.2525	293367.6403
389	0.1839540199	572368.6083	293079.5967
390	0.1839521197	572269.5714	293054.2094
391	0.1839551659	572098.3385	293008.8902
392	0.1835815521	571360.5157	292534.5262
393	0.1835845608	571270.8691	292513.8111
394	0.1835785343	571155.9334	292485.9317
395	0.1835692827	571056.4542	292464.6922
396	0.1834972691	570662.2445	292409.4916
397	0.1834950786	570574.6604	292387.5036
398	0.1834999623	570486.8169	292369.0015
399	0.1829998639	569529.7386	291916.7361
400	0.1825547763	568970.1021	291549.0387
401	0.1823975932	568143.7241	291350.2861
402	0.1822190045	567331.5089	291136.4794
403	0.1822116691	567231.801	291116.6754
404	0.1820816975	566500.7717	290938.8516
405	0.1820896958	566419.0911	290927.2519
406	0.1819300756	565892.4538	290652.2965
407	0.1818899396	565361.6419	290549.4657
408	0.1818764082	565225.007	290510.7427
409	0.1817581563	564570.9508	290317.2612
410	0.1816791636	563982.8165	290134.318
411	0.1815241578	563447.2872	289943.8781
412	0.1814811271	562893.7536	289836.3865
413	0.1814728281	562803.6114	289815.6957
414	0.1812897922	561966.8201	289579.1355
415	0.1811643324	561329.0677	289347.42
416	0.1811611503	561228.5827	289321.4903
417	0.1811609442	561147.6531	289303.6685
418	0.180965485	560514.0758	288997.5832
419	0.1808932203	560029.4226	288880.8861
420	0.1808894103	559932.7645	288859.2195
421	0.1808628521	559484.1909	288774.8392
422	0.1807895215	559262.0463	288677.2801
423	0.180571743	558414.859	288356.0328
424	0.1804728613	557831.499	288155.488
425	0.1804723156	557756.3016	288136.7175
426	0.1804737531	557664.4849	288119.8109
427	0.1803995662	557137.3305	287940.4381
428	0.1803986639	557035.3452	287919.1404
429	0.1803303122	556602.3565	287708.6868
430	0.1803262464	556511.9881	287687.618
431	0.1802854241	555989.2278	287550.3492
432	0.1801763316	555484.5086	287413.7548
433	0.1801635757	555386.6054	287384.9879
434	0.1800425606	554824.4354	287113.4975
435	0.1799147432	554213.3658	286964.4819
436	0.1798642442	553696.8592	286845.6008
437	0.1798610481	553612.5659	286827.1751
438	0.1797538705	553064.6296	286577.2208
439	0.1797614016	552981.9169	286554.8054
440	0.1797454958	552787.6428	286470.7475
441	0.1797523182	552683.6931	286439.0803
442	0.1796446428	552186.0517	286273.6288
443	0.1795368215	551713.3174	286056.2175
444	0.1795332328	551628.9595	286035.984
445	0.1794758609	551173.1558	285949.7427
446	0.1794355206	550679.43	285859.2624
447	0.1793580117	550133.4143	285688.3613
448	0.1793512957	550053.4151	285670.0864
449	0.1793277811	549563.9198	285529.3314
450	0.1793255642	549484.5326	285509.8756
451	0.1787875722	548791.8852	285114.734
452	0.1787369243	548352.2105	284970.2575
453	0.178738486	548280.0564	284954.4903
454	0.1787410667	548190.5376	284919.695
455	0.1786245114	547684.1897	284688.9616
456	0.1786132128	547596.1264	284662.0319
457	0.1785835016	547249.7096	284589.8883
458	0.1785844518	547179.9761	284574.8088
459	0.1785867311	547110.8762	284559.4549
460	0.1785841338	547037.6502	284542.4696
461	0.1785509714	546811.7527	284463.1394
462	0.1784921194	546403.126	284322.3166
463	0.1784270888	545942.7039	284186.6992
464	0.1781381642	545497.6658	283930.2719
465	0.1780602315	545008.2027	283785.3074
466	0.1780552976	544936.4468	283768.0222
467	0.1780576108	544867.7782	283751.0777
468	0.178045366	544675.8786	283670.7257
469	0.177872909	544130.678	283450.8937
470	0.1778110219	543806.5014	283338.4292
471	0.1778114951	543726.5695	283320.0377
472	0.1777871784	543387.6641	283237.2325
473	0.1777862539	543324.0471	283220.7921
474	0.1777757513	542862.0277	283112.1695
475	0.1777763292	542784.1563	283094.053
476	0.177772335	542716.927	283077.217
477	0.1777746518	542652.8031	283060.9064
478	0.1775009641	542131.5776	282712.2205
479	0.1773588333	541690.6702	282535.6965
480	0.1773277803	541274.9623	282398.5955
481	0.1773244556	541160.8642	282371.4317
482	0.1772450638	540655.5265	282217.6131
483	0.1767635137	540261.6074	281868.3475
484	0.1766826838	539741.1023	281735.1731
485	0.176680577	539673.525	281717.6031
486	0.1766532953	539501.4707	281640.7177
487	0.1766554429	539439.9017	281624.7357
488	0.1766515154	538991.0436	281553.0633
489	0.1765263485	538295.3422	281287.1024
490	0.1765284459	538234.6883	281271.2653
491	0.1765352994	538103.7042	281219.0388
492	0.1765345158	537992.7894	281191.0292
493	0.1763000832	537349.0827	280974.8351
494	0.1761770029	536866.0616	280711.0082
495	0.1761800657	536806.8329	280695.6051
496	0.1761824042	536748.9011	280680.2649
497	0.1760942325	536276.3004	280527.4659
498	0.1760907545	536210.947	280511.2146
499	0.1760277738	535783.4516	280400.6865
500	0.1760102636	535484.7742	280365.6716
501	0.1757009515	535019.6707	280083.1228
502	0.1755683583	534609.5906	279919.7782
503	0.1755746359	534200.2123	279827.9837
504	0.175497762	533766.3717	279674.1769
505	0.1755140587	533595.0791	279637.9836
506	0.1752581194	533139.9221	279401.6781
507	0.1751592937	532400.1874	279260.7752
508	0.1751620764	532343.8864	279245.8705
509	0.1750788108	531894.3163	279099.5317
510	0.1749915878	531302.6754	278967.1777
511	0.1749647925	531139.7576	278918.1757
512	0.1749621873	531077.0365	278902.6212
513	0.1749027349	530686.2782	278799.7467
514	0.1749002523	530624.4986	278784.3486
515	0.1748977928	530563.6839	278769.0713
516	0.1744210581	529854.7987	278421.6681
517	0.1744242767	529801.5774	278407.3568
518	0.1741364816	529361.9941	278139.6505
519	0.1741394112	529309.5622	278125.3869
520	0.1741091177	528929.4854	278049.2403
521	0.1740656508	528559.1989	277945.3568
522	0.1740290366	528220.5186	277865.2297
523	0.1739701131	527777.7966	277736.8824
524	0.1739674714	527719.0492	277721.8462
525	0.1739615723	527325.2083	277653.5912
526	0.1739643608	527273.8323	277639.447
527	0.173694724	526854.1497	277384.1219
528	0.1736920003	526796.9862	277369.2684
529	0.1735859983	526061.3733	277219.8564
530	0.1735528428	525709.4071	277122.3649
531	0.1731969505	525481.4172	276894.7853
532	0.1731555364	525110.3195	276811.3356
533	0.1731530642	525054.609	276796.7699
534	0.1731556594	525005.4965	276782.9059
535	0.173122657	524660.4959	276700.7592
536	0.1730456018	524231.9126	276559.1137
537	0.1730643463	523854.6788	276502.434
538	0.1730670435	523806.3879	276488.7375
539	0.1728204066	523218.8489	276166.1629
540	0.1726019093	522427.317	275889.0376
541	0.1725677775	521972.8201	275746.6901
542	0.1722195222	521591.8319	275361.7557
543	0.1722170905	521538.2355	275347.5304
544	0.1722329562	521218.0429	275299.6548
545	0.1721943665	520852.1236	275226.8994
546	0.1718971709	520670.5441	275026.4769
547	0.1715193523	520307.7522	274715.6869
548	0.1714483362	519867.975	274585.8066
549	0.1714169024	519535.5464	274510.4722
550	0.1714095233	519470.0796	274484.5413
551	0.1713804864	519146.8698	274411.9077
552	0.1713440111	518789.1273	274331.2902
553	0.1712694106	518144.5391	274197.7249
554	0.1712674747	518095.1478	274186.1169
555	0.1711599509	517924.2352	274049.8379
556	0.1709400215	517393.9724	273711.485
557	0.1709427515	517348.664	273698.3488
558	0.170847963	516753.6258	273427.0758
559	0.1708179497	516408.7511	273352.99
560	0.170754286	515979.5945	273229.0533
561	0.1707523603	515931.5499	273217.6646
562	0.1705245795	515462.0991	273024.5051
563	0.1704725285	514930.8562	272891.9535
564	0.1704699073	514868.7319	272868.4817
565	0.1704240953	514486.438	272789.408
566	0.170386262	514337.6147	272695.9165
567	0.1702960339	513663.3002	272565.0077
568	0.1702337027	513250.9545	272448.0518
569	0.1702072882	512822.2349	272313.9295
570	0.1700944889	512468.9212	272100.8156
571	0.1700922304	512420.0624	272087.3707
572	0.1700541386	512096.3754	272014.6771
573	0.1699994864	511687.9408	271895.9147
574	0.1699764167	511268.9376	271765.5021
575	0.1698887223	510618.5307	271637.7922
576	0.1698454502	510247.2143	271562.6446
577	0.1697924073	509848.2894	271446.1138
578	0.1697393933	509404.3204	271323.6966
579	0.1694028464	508989.6781	271012.2846
580	0.1693639982	508642.4611	270911.4113
581	0.1693059813	508249.0176	270798.9407
582	0.1690580926	507710.7997	270579.3242
583	0.1688964323	507280.8026	270288.419
584	0.168590175	506860.1473	270027.724
585	0.1685401086	506470.9108	269913.9309
586	0.1684513934	505925.8028	269666.3406
587	0.1680493807	505682.1349	269346.236
588	0.1680026354	505304.5892	269237.6426
589	0.1679610281	504939.2102	269164.0025
590	0.1679169377	504569.8318	269058.1479
591	0.1678954887	504224.4106	268976.6105
592	0.1678552545	503869.8407	268875.4713
593	0.1675312909	503344.7316	268503.9541
594	0.1674927562	502998.4068	268405.0107
595	0.167442928	502627.5546	268284.9851
596	0.1673702391	502150.2314	268176.8831
597	0.16730427	501735.4438	268010.6718
598	0.167264699	501382.432	267941.8234
599	0.1672524743	500938.5707	267821.758
600	0.1672063603	500613.7363	267725.6776
601	0.1671375422	500147.2601	267624.6463
602	0.167098948	499788.0329	267531.1831
603	0.1670918211	499564.7857	267436.6207
604	0.1670585515	499259.5661	267353.7212
605	0.167069394	498957.0465	267304.8504
606	0.1670162194	498578.5903	267196.2493
607	0.166961296	498164.6198	267038.6291
608	0.1667112062	497690.3043	266831.9613
609	0.166700672	497306.7976	266718.4826
610	0.1666674105	496980.3139	266632.3352
611	0.1666107754	496614.5633	266480.2158
612	0.1665715516	496265.6121	266409.5176
613	0.1665405203	495948.6917	266328.2812
614	0.1664296351	495637.4198	266118.0347
615	0.1664010603	495327.3914	266040.9771
616	0.1662792253	494747.0924	265896.284
617	0.1662419832	494405.0283	265828.722
618	0.1661875057	494027.8877	265730.0684
619	0.1658835286	493537.6135	265383.527
620	0.1656129803	493126.559	265154.4778
621	0.1654971886	492564.0816	265014.2847
622	0.1651537357	492060.289	264581.8519
623	0.1650979602	491653.1249	264430.1674
624	0.1650822579	491287.6483	264288.1184
625	0.1650773691	490934.0269	264191.4369
626	0.1649963021	490622.029	264030.4927
627	0.1649451772	490253.3225	263924.0415
628	0.1649190026	489883.5845	263848.0246
629	0.1649151652	489532.4487	263748.6009
630	0.1647138462	489057.0449	263564.9828
631	0.164389468	488585.6823	263302.611
632	0.1640746128	488159.8632	263048.6254
633	0.1640009855	487893.5601	262898.3588
634	0.1639641485	487556.0561	262831.5848
635	0.1637251734	487199.6352	262622.9342
636	0.1636173718	486748.4464	262435.2266
637	0.1635649152	486481.1744	262297.8185
638	0.1635639449	486143.2692	262203.2958
639	0.1635383323	485840.6129	262127.3646
640	0.1632431534	485424.7027	261883.5341
641	0.1631689109	484981.9853	261745.7184
642	0.1631476278	484712.8449	261674.3869
643	0.163139303	484413.5675	261626.3116
644	0.1631342628	484050.5542	261522.0658
645	0.1631255071	483763.0009	261462.2974
646	0.163095772	483477.6778	261393.2011
647	0.1630797918	483218.9359	261260.464
648	0.1630513823	482916.4351	261177.7399
649	0.1628772761	482520.6018	260978.6916
650	0.1628541195	482228.5267	260905.732
651	0.1627732262	481825.6387	260771.3307
652	0.1626755821	481330.7554	260639.4424
653	0.1625966656	480938.6946	260507.625
654	0.1623417091	480597.8689	260300.2193
655	0.1623129619	480319.9027	260232.8529
656	0.1622727466	479880.6871	260107.3873
657	0.1622335899	479572.5969	259993.0792
658	0.1621744976	479322.9473	259864.5504
659	0.1621384207	479137.2839	259759.7619
660	0.1620985875	478708.8746	259635.8374
661	0.1620412467	478412.8678	259502.9953
662	0.1620132154	478144.9679	259436.6453
663	0.1620147204	477828.828	259353.3426
664	0.1619939781	477687.3383	259287.8083
665	0.1617716367	477328.4655	259095.0655
666	0.1615041655	476940.5018	258873.513
667	0.161275066	476708.3422	258704.1465
668	0.1612633115	476472.7657	258660.4942
669	0.1611885411	476094.9317	258533.0145
670	0.1611610009	475834.851	258468.1279
671	0.1611501799	475565.5644	258421.1152
672	0.1610551627	475089.3734	258222.3097
