iter	MAPE	RMSE	MAE
1189	0.1396251248	379146.5695	221561.2351
1190	0.13961676	379079.1503	221537.9799
1191	0.1395181822	378863.4442	221383.4741
1192	0.1395170518	378849.5646	221377.8364
1193	0.1394891775	378731.7631	221336.6099
1194	0.1394822393	378571.4109	221315.3749
1195	0.1394782252	378532.727	221305.3947
1196	0.139460615	378373.8551	221266.2734
1197	0.139446805	378303.0808	221242.5615
1198	0.1394375232	378205.5292	221224.1357
1199	0.1394363684	378073.0722	221207.2746
1200	0.1394247127	378027.9892	221175.8647
1201	0.1394272096	377891.8668	221143.9277
1202	0.139372085	377744.5523	221072.4376
1203	0.1393791395	377614.1852	221039.4973
1204	0.1393621607	377483.1173	220984.6493
1205	0.1393524049	377328.8616	220941.2822
1206	0.1392931956	377144.6705	220874.0427
1207	0.1392893915	377106.5456	220864.2343
1208	0.1392410048	376938.7713	220799.5065
1209	0.1392009722	376766.5101	220744.9024
1210	0.1391956779	376684.8029	220724.1239
1211	0.1391868122	376525.0211	220666.5397
1212	0.1391704055	376399.6748	220637.0595
1213	0.139130749	376343.66	220585.3717
1214	0.1391378758	376215.6792	220552.9254
1215	0.1390506153	376004.4956	220468.6601
1216	0.1390528808	375991.3657	220464.4772
1217	0.1390550762	375978.39	220460.2987
1218	0.1389716834	375844.209	220337.2471
1219	0.138957652	375720.8703	220278.8099
1220	0.1389484292	375637.8773	220258.7813
1221	0.1388675548	375508.0872	220138.6029
1222	0.1388604633	375352.2762	220117.8664
1223	0.1386819232	375129.7738	219916.1936
1224	0.1386607099	374931.7871	219851.4043
1225	0.1386529307	374868.267	219829.6298
1226	0.1386075849	374710.7379	219783.5716
1227	0.1385715296	374657.0249	219734.4876
1228	0.1385625089	374563.3487	219716.7163
1229	0.1384310868	374375.1969	219554.4735
1230	0.1383482239	374168.1177	219473.0793
1231	0.1383441356	374131.2587	219463.4135
1232	0.1383458795	374118.3817	219459.0709
1233	0.1383369372	374026.0254	219441.3382
1234	0.1383355696	374012.8964	219435.7724
1235	0.1381989352	373868.7388	219316.5789
1236	0.138189867	373715.1986	219251.8103
1237	0.1381506781	373581.5857	219176.377
1238	0.138112251	373340.6124	219080.1417
1239	0.1380682908	373184.4549	219007.3104
1240	0.1379930686	373024.5027	218947.945
1241	0.1379650764	372876.4599	218875.7848
1242	0.1379156682	372715.7616	218787.3204
1243	0.1378424314	372561.7251	218730.0085
1244	0.1378392714	372518.2835	218716.0286
1245	0.1378317479	372457.0378	218695.101
1246	0.1378156143	372298.7996	218647.9819
1247	0.1378116905	372263.238	218638.5411
1248	0.1378039736	372109.5653	218618.4283
1249	0.1377477412	371945.1931	218531.1983
1250	0.137741474	371807.5439	218474.0208
1251	0.1377294394	371708.6351	218442.008
1252	0.1377217694	371556.7689	218422.1762
1253	0.1376207687	371434.9412	218289.7402
1254	0.1375105638	371205.4535	218159.7391
1255	0.1375067938	371170.6125	218150.4441
1256	0.1374848525	371022.064	218114.6176
1257	0.1374676423	370894.0455	218061.3605
1258	0.1374612525	370833.9489	218041.701
1259	0.1374541864	370683.9146	218022.2674
1260	0.1374466015	370638.2594	218009.3119
1261	0.1374297816	370495.6042	217971.9489
1262	0.137423839	370436.758	217952.7808
1263	0.1373961255	370389.599	217907.1667
1264	0.1373769531	370286.778	217857.6343
1265	0.1373076103	370139.2676	217802.6153
1266	0.1372902229	369991.1777	217768.847
1267	0.1372573763	369765.793	217681.5424
1268	0.1372500946	369633.1742	217619.2562
1269	0.1372441989	369575.1843	217600.5483
1270	0.1372321354	369431.7512	217562.2119
1271	0.1372242708	369365.5391	217533.8909
1272	0.1372109604	369299.2345	217511.744
1273	0.137205254	369242.4895	217493.3525
1274	0.1370466634	369070.7712	217355.9437
1275	0.1370242669	368955.0269	217319.1592
1276	0.1370023751	368830.7466	217280.4744
1277	0.1369720142	368610.2139	217196.1151
1278	0.1369343044	368450.651	217144.3291
1279	0.1369211904	368314.3642	217108.3671
1280	0.1367637021	368073.4931	216892.1194
1281	0.136757168	367925.2252	216872.9784
1282	0.1366999257	367766.534	216765.6304
1283	0.1366912404	367685.9186	216746.3805
1284	0.1366766734	367504.8112	216697.4594
1285	0.1366639678	367371.3261	216646.3557
1286	0.1366640684	367305.4931	216631.0237
1287	0.1366663499	367293.1527	216627.0373
1288	0.1366579269	367146.3839	216586.174
1289	0.1366144361	366922.8671	216534.0487
1290	0.1365874157	366877.7031	216489.5695
1291	0.1365866678	366854.1362	216476.4315
1292	0.1364930653	366604.7066	216250.6469
1293	0.1364816953	366465.0899	216204.7334
1294	0.1364821694	366353.2717	216183.6789
1295	0.1364737275	366207.0818	216129.7631
1296	0.1364683772	366151.9502	216112.3055
1297	0.1363808167	366089.1738	216035.7101
1298	0.1363750753	366039.0993	216018.8207
1299	0.1363497428	365948.9145	215983.5378
1300	0.1363367826	365777.0625	215927.3054
1301	0.1363357804	365764.6022	215922.0748
1302	0.1363290774	365619.1946	215903.2544
1303	0.1363234793	365557.5046	215875.9936
1304	0.1362952872	365342.3192	215795.2906
1305	0.1362974733	365330.2775	215791.339
1306	0.1362900671	365182.5509	215740.7393
1307	0.1362536357	365029.332	215691.3602
1308	0.1362452536	364951.1375	215673.6799
1309	0.1362432339	364842.4764	215655.1024
1310	0.136236405	364698.5817	215636.4251
1311	0.1361952832	364559.0181	215595.3335
1312	0.1361394248	364413.0646	215497.9088
1313	0.1361240947	364266.9806	215446.5078
1314	0.1361064865	364122.1958	215414.466
1315	0.1360943674	364001.5294	215383.2707
1316	0.136059862	363864.8987	215276.0632
1317	0.1360603713	363852.6243	215271.5307
1318	0.136052975	363802.9717	215254.8931
1319	0.1360314491	363683.9711	215220.4546
1320	0.1360278027	363550.8667	215182.0894
1321	0.1360300186	363539.055	215178.2118
1322	0.1360221345	363478.3161	215150.595
1323	0.1360149106	363429.5124	215134.1834
1324	0.1359824818	363383.6831	215092.3604
1325	0.13598575	363371.9215	215088.9813
1326	0.1359742426	363276.5881	215044.3717
1327	0.1359719438	363254.5018	215034.4923
1328	0.1359569012	363192.8734	215003.0136
1329	0.1359460753	363064.1824	214972.9798
1330	0.1359472748	362989.2035	214950.1464
1331	0.1358332756	362795.8138	214862.6522
1332	0.1358248606	362720.3944	214845.149
1333	0.1357990665	362516.2703	214769.7202
1334	0.1357747029	362316.802	214696.4932
1335	0.1357707659	362287.0199	214675.194
1336	0.1357565644	362115.7676	214630.4676
1337	0.1357538536	362010.5214	214619.4701
1338	0.1357448688	361875.5811	214580.4602
1339	0.1357099218	361649.8947	214510.1962
1340	0.1356768693	361527.5042	214424.2136
1341	0.1356760746	361506.4453	214411.9014
1342	0.1356672028	361397.6863	214383.386
1343	0.1355789658	361180.5181	214179.8229
1344	0.1355752749	361028.8158	214150.0585
1345	0.1355691328	360903.7709	214097.5262
1346	0.1355644274	360787.6198	214060.2356
1347	0.1355298059	360639.8186	214013.7194
1348	0.1354192872	360437.5483	213858.9258
1349	0.1354117563	360389.5194	213842.6766
1350	0.1353922504	360251.172	213795.773
1351	0.1353692696	360117.4833	213762.944
1352	0.1353624103	360018.3532	213738.6916
1353	0.1353535185	359913.1822	213717.6277
1354	0.135296426	359787.0646	213670.6915
1355	0.1352739042	359614.9718	213629.2888
1356	0.1351138804	359430.3563	213430.3656
1357	0.1350373288	359329.7377	213329.5085
1358	0.1350181986	359262.5613	213291.5768
1359	0.13501639	359200.3072	213276.5439
1360	0.1349349293	359039.7941	213164.1786
1361	0.1348522471	358907.3236	213064.1149
1362	0.1348186341	358763.6526	213019.3753
1363	0.1347121325	358569.8424	212869.2055
1364	0.1346833792	358487.1324	212824.6956
1365	0.1346768272	358389.8672	212800.6783
1366	0.1346607434	358256.6873	212759.3252
1367	0.1346524398	358129.9365	212738.5172
1368	0.1346203852	358062.2962	212692.7891
1369	0.1346173754	357941.2235	212668.7045
1370	0.1345997131	357814.432	212632.8208
1371	0.1346013248	357803.0004	212628.8461
1372	0.1345877475	357685.8334	212581.4956
1373	0.1345656002	357555.6384	212549.1049
1374	0.1345587326	357379.6628	212516.1784
1375	0.1345545271	357243.4086	212471.747
1376	0.1344592346	357096.3773	212354.6482
1377	0.1343468498	356937.304	212213.8798
1378	0.1343266288	356820.6321	212172.2743
1379	0.1343221754	356709.9725	212135.0369
1380	0.1341844261	356597.3842	212029.9816
1381	0.1341229222	356458.6594	211918.9092
1382	0.1339597328	356244.2917	211758.5015
1383	0.1339490339	356134.0646	211728.0458
1384	0.1339275118	355946.7858	211661.0473
1385	0.1339015941	355839.4742	211607.1754
1386	0.1338344857	355665.2697	211468.6054
1387	0.1338162496	355564.5284	211431.5081
1388	0.1338081858	355440.5004	211397.0999
1389	0.1338111321	355429.13	211393.7246
1390	0.1337782913	355290.1779	211350.3466
1391	0.1337757711	355269.4852	211340.7506
1392	0.1336748472	355114.5379	211193.6234
1393	0.1336774861	355103.304	211190.1572
1394	0.133645708	355037.8271	211145.181
1395	0.1336482505	355026.7186	211141.7015
1396	0.1336426884	354919.7935	211128.5645
1397	0.1335278552	354737.4857	211011.6002
1398	0.1335303709	354726.5052	211008.1417
1399	0.1335170863	354594.9647	210966.0788
1400	0.1334577253	354423.2164	210895.962
1401	0.1334609536	354342.7644	210879.6415
1402	0.1334507323	354282.9704	210857.042
1403	0.1334008679	354141.3021	210754.5769
1404	0.1333628387	354015.2253	210717.4799
1405	0.1333485933	353927.6874	210680.1286
1406	0.1333384793	353869.4076	210657.8773
1407	0.1333370255	353849.7683	210645.8546
1408	0.1333250703	353793.4564	210621.2916
1409	0.1332813797	353697.8441	210533.904
1410	0.133265113	353576.2804	210503.1377
1411	0.1331984986	353469.9666	210448.7696
1412	0.1331973074	353372.1461	210417.3954
1413	0.1331527708	353233.7939	210367.6902
1414	0.1331492689	353118.9084	210344.453
1415	0.1330833588	352896.5565	210213.4226
1416	0.1330553649	352737.3569	210173.1705
1417	0.133050056	352631.8439	210160.336
1418	0.1330487201	352612.7644	210148.554
1419	0.1329699123	352505.3433	210089.9614
1420	0.132953383	352417.5622	210068.3312
1421	0.1329332253	352294.6226	210037.5658
1422	0.1328821929	352187.6332	209946.6306
1423	0.1327731781	352042.1273	209834.6315
1424	0.1327758195	352031.3339	209831.2748
1425	0.1327727558	351889.5013	209802.9347
1426	0.1327455257	351728.617	209740.5078
1427	0.1327383263	351594.049	209705.6932
1428	0.1327397961	351583.406	209701.8344
1429	0.1327348093	351481.3464	209689.4881
1430	0.1327253367	351351.5213	209649.5521
1431	0.1326417369	351246.4423	209569.3279
1432	0.1326359339	351140.5209	209553.3437
1433	0.1326374514	351129.967	209549.5167
1434	0.1326281966	350939.8796	209525.0874
1435	0.1326306644	350916.3532	209518.9067
1436	0.1325916798	350800.6335	209469.0257
1437	0.1325941944	350777.6928	209462.9249
1438	0.132591396	350679.1178	209424.0111
1439	0.1325672874	350527.7058	209384.6121
1440	0.1325446055	350448.011	209304.8307
1441	0.1325178106	350297.6843	209260.1282
1442	0.1325079727	350237.065	209234.785
1443	0.1324309489	350061.2762	209110.7854
1444	0.1324188059	349936.3525	209070.4537
1445	0.1323320427	349741.0598	208935.2712
1446	0.132317471	349663.406	208908.3694
1447	0.1323131909	349615.458	208892.941
1448	0.1323041545	349430.369	208868.9201
1449	0.1322953037	349248.7321	208845.1719
1450	0.1322846994	349169.1969	208819.8654
1451	0.1322854616	349072.0387	208797.4007
1452	0.132275339	348966.7298	208774.4729
1453	0.1322283373	348774.5537	208681.6183
1454	0.1320967032	348631.68	208531.9821
1455	0.1320855971	348575.6321	208514.5882
1456	0.132077622	348447.4405	208499.6692
1457	0.1320209524	348258.6547	208356.9455
1458	0.1319580024	348127.7011	208244.8679
1459	0.1319560344	348029.0403	208226.9521
1460	0.1318909869	347855.4055	208112.2539
1461	0.1318469542	347653.8434	207970.292
1462	0.13184974	347643.3216	207967.0754
1463	0.1318372405	347554.957	207925.3773
1464	0.1318330684	347508.3756	207910.3868
1465	0.131815401	347333.3137	207846.8517
1466	0.1318183176	347322.9125	207843.7003
1467	0.1318177229	347277.8566	207829.8934
1468	0.1318047357	347168.071	207803.917
1469	0.13170512	346996.6237	207726.5654
1470	0.131686671	346866.2288	207681.9183
1471	0.1316816533	346768.2594	207667.0534
1472	0.1316336331	346632.034	207580.8335
1473	0.131625363	346549.2865	207554.04
1474	0.1315165488	346444.8815	207446.6928
1475	0.1315082433	346270.4886	207423.835
1476	0.1314108827	346068.1411	207299.9954
1477	0.1313248442	345879.5875	207183.0387
1478	0.1313179611	345755.1416	207148.9033
1479	0.1312957703	345660.6907	207101.6939
1480	0.1312987161	345650.2957	207098.5844
1481	0.1312046862	345530.2721	207004.4981
1482	0.1311758379	345401.7919	206965.01
1483	0.1311649272	345313.9168	206924.3526
1484	0.1311367433	345188.1388	206885.5157
1485	0.1311097488	345054.6206	206815.4159
1486	0.131112499	345044.2917	206812.2446
1487	0.1311078832	344943.1809	206777.9589
1488	0.1310906101	344849.0077	206742.6332
1489	0.1310651306	344740.2793	206700.7892
1490	0.131068027	344730.0866	206697.7014
1491	0.1310675141	344686.0238	206684.1871
1492	0.1310466107	344588.32	206645.2773
1493	0.1309383804	344468.3183	206536.7194
1494	0.1308850619	344309.0827	206471.6176
1495	0.1308617482	344243.1434	206440.9111
1496	0.1308186596	344060.4608	206353.5373
1497	0.1307892831	343952.4653	206303.1627
1498	0.1307878623	343854.2191	206270.1438
1499	0.1307841944	343811.5253	206255.9251
1500	0.1307431103	343634.1351	206171.5812
1501	0.1307365084	343515.4473	206135.9969
1502	0.1307239028	343404.1796	206107.455
1503	0.1307139875	343304.4091	206084.9716
1504	0.1306762372	343169.822	206024.5332
1505	0.1306682511	342998.7845	206002.1066
1506	0.1306296719	342892.774	205970.9665
1507	0.1306213949	342770.0302	205934.0222
1508	0.1305643838	342695.3603	205869.853
1509	0.1305520046	342591.3718	205844.5858
1510	0.1305519416	342548.3856	205831.9314
1511	0.1305527231	342441.698	205807.941
1512	0.1305559687	342431.6572	205805.0736
1513	0.1304809759	342321.2565	205703.0297
1514	0.1304840288	342311.3232	205700.1126
1515	0.1304776212	342194.7193	205665.3466
1516	0.1303634115	342098.6208	205571.0333
1517	0.1302574816	341992.1001	205449.1269
1518	0.1302326585	341888.6783	205408.8615
1519	0.1302076082	341807.7216	205370.9627
1520	0.130204993	341637.5162	205325.6225
1521	0.1301874383	341515.1222	205285.647
1522	0.1301902828	341505.2609	205282.6636
1523	0.1301764516	341344.2997	205231.8616
1524	0.1301408572	341241.7512	205169.7969
1525	0.1301371395	341199.752	205155.7065
1526	0.1301227698	341103.3864	205119.7631
1527	0.1300886765	340919.8537	205076.5886
1528	0.1299324336	340734.9724	204866.4538
1529	0.1299254885	340617.073	204852.6108
1530	0.1298314318	340424.5871	204690.7641
1531	0.1297734513	340295.4879	204627.6279
1532	0.1297672115	340178.0608	204610.0742
1533	0.1296486363	339958.7572	204450.9403
1534	0.1296464025	339911.7276	204434.2402
1535	0.1296491081	339901.9558	204431.2229
1536	0.1296377968	339838.2728	204411.8714
1537	0.1296134134	339760.6065	204374.88
1538	0.1295520499	339656.0858	204281.1949
1539	0.1295326608	339582.7168	204227.0213
1540	0.1295327058	339557.1664	204208.7783
1541	0.1295203923	339494.5598	204189.5716
1542	0.1294779029	339378.3671	204099.0745
1543	0.1294803438	339368.7045	204095.9793
1544	0.1294234409	339270.4618	204007.4585
1545	0.1294095675	339079.4098	203968.1609
1546	0.1293824274	338959.8875	203931.0504
1547	0.1293493748	338860.3517	203889.4418
1548	0.1292238819	338653.8693	203732.266
1549	0.1291860237	338485.2954	203652.3941
1550	0.1291871268	338475.7313	203648.7093
1551	0.1291892931	338466.222	203645.5267
1552	0.1291916211	338456.8149	203642.3371
1553	0.1291184359	338296.5153	203566.1662
1554	0.1291112967	338221.2073	203542.4535
1555	0.129113613	338211.8848	203539.2871
1556	0.1290348342	338091.1274	203473.1258
1557	0.1289981486	337950.3665	203365.5587
1558	0.1289026885	337817.0025	203255.6603
1559	0.1288981708	337675.6199	203209.2183
1560	0.1288529521	337628.8946	203164.6424
1561	0.1288468746	337514.1278	203147.4016
1562	0.1288408628	337441.1	203119.6065
1563	0.1288368047	337399.959	203105.5649
1564	0.1288386825	337390.7345	203102.3387
1565	0.1287886869	337351.0908	203065.7749
1566	0.1287181973	337196.0403	202993.1513
1567	0.1287201666	337186.8511	202989.383
1568	0.1287119685	337101.8825	202967.6501
1569	0.1286242534	337013.3468	202886.2909
1570	0.1285131529	336878.5561	202732.9929
1571	0.128505212	336763.9302	202697.8996
1572	0.1284895972	336653.1451	202670.5141
1573	0.1284345238	336563.4062	202574.8598
1574	0.1284269706	336448.8633	202560.8067
1575	0.1284097414	336344.8612	202530.9917
1576	0.1283556771	336220.6344	202478.7709
1577	0.1283484212	336107.966	202464.9422
1578	0.12833564	335994.7932	202420.7979
1579	0.1283189515	335853.6555	202364.1755
1580	0.128240556	335666.9803	202258.178
1581	0.1282392993	335625.5572	202245.3968
1582	0.1282355999	335585.1892	202231.7245
1583	0.1282310275	335492.3721	202199.0495
1584	0.1282305876	335394.6946	202177.8156
1585	0.1282246533	335328.9829	202157.0813
1586	0.1281797382	335190.0429	202054.9257
1587	0.1281583811	335085.2988	202022.5007
1588	0.1281463467	334982.6354	201995.2792
1589	0.1281245547	334885.0737	201942.248
1590	0.1281176543	334813.1573	201919.9364
1591	0.128103026	334715.102	201899.2644
1592	0.1280962039	334603.588	201865.0655
1593	0.1280661555	334511.171	201795.5976
1594	0.1280624843	334421.3647	201764.7281
1595	0.1280489667	334282.5251	201724.8212
1596	0.1280421411	334235.258	201706.8158
1597	0.1280428045	334103.9279	201671.2388
1598	0.1280218476	334003.2675	201639.7931
1599	0.1279123015	333855.2603	201498.8062
1600	0.1278860781	333695.9513	201442.2359
1601	0.1278710564	333602.1252	201413.3538
1602	0.1278453201	333488.0813	201377.7475
1603	0.1278263876	333350.3101	201317.4651
1604	0.1278238823	333299.2162	201285.1953
1605	0.1278128603	333129.7177	201255.8431
1606	0.1277307756	333002.846	201156.1516
1607	0.1276586253	332881.3989	201060.545
1608	0.1276539125	332794.868	201047.1867
1609	0.1276426679	332651.6373	200990.9099
1610	0.1275783043	332546.1741	200911.5267
1611	0.1275116458	332420.6746	200849.3946
1612	0.1275050846	332394.6267	200826.3706
1613	0.1275071164	332385.5037	200823.2515
1614	0.1275090838	332376.4881	200820.1293
1615	0.1275074134	332336.2672	200807.3211
1616	0.1274928281	332244.7287	200779.3919
1617	0.12743286	332079.9968	200656.826
1618	0.1274346984	332071.0431	200653.1544
1619	0.1274323712	331984.0566	200625.0943
1620	0.1274282372	331830.9499	200580.5062
1621	0.1274291834	331822.1579	200576.9438
1622	0.1274147737	331732.1951	200549.9063
1623	0.1273606127	331613.4382	200498.3968
1624	0.1273602043	331604.1689	200494.3153
1625	0.1273212653	331499.2315	200410.7225
1626	0.127314341	331473.1741	200391.5903
1627	0.1272985214	331367.2657	200347.7988
1628	0.1272905765	331213.2082	200326.6271
1629	0.1272760529	331117.038	200305.1111
1630	0.1272683675	330966.5095	200284.2141
1631	0.1271770285	330814.0053	200142.6111
1632	0.12717722	330662.7881	200095.663
1633	0.127116134	330508.5455	200007.5514
1634	0.1270953381	330408.1698	199956.7374
1635	0.1270884564	330302.692	199924.4254
1636	0.12702423	330131.4663	199760.3576
1637	0.1270069697	330067.8064	199727.8492
1638	0.12699088	330008.2816	199697.564
1639	0.1269646794	329931.7062	199660.9138
1640	0.1269506907	329803.2183	199610.7655
1641	0.1269353814	329701.2262	199568.2646
1642	0.1269280994	329553.7638	199547.6919
1643	0.1269171001	329448.3359	199521.2825
1644	0.126854779	329325.9888	199413.9601
1645	0.1268426725	329264.449	199396.0566
1646	0.126817878	329153.8499	199361.5495
1647	0.1267877214	329061.8551	199323.129
1648	0.1267743227	328975.3428	199296.5294
1649	0.1267732136	328891.7385	199269.6443
1650	0.1267325431	328726.8807	199225.4128
1651	0.1267130128	328637.4922	199177.2559
1652	0.126715363	328628.804	199173.8424
1653	0.1266915015	328521.3961	199140.304
1654	0.1266310112	328415.961	199039.9667
1655	0.1266204866	328312.1826	199014.3801
1656	0.1266186245	328219.0695	198994.3092
1657	0.1265739182	328101.6915	198901.3873
1658	0.1265649558	328003.9646	198881.9194
1659	0.1265302921	327915.2187	198845.4772
1660	0.1264909549	327754.4338	198801.8228
1661	0.1264918193	327725.154	198792.1117
1662	0.1264497666	327626.4034	198708.9959
1663	0.1264263149	327522.6448	198666.2626
1664	0.1263779966	327434.6524	198587.6861
1665	0.1263725295	327329.7051	198571.5814
1666	0.1263637234	327194.7348	198534.0568
1667	0.1263621253	327114.2212	198507.787
1668	0.1263571737	327089.4748	198485.5595
1669	0.1263477788	326960.7473	198448.0877
1670	0.1263345678	326874.3229	198417.1007
1671	0.1262866248	326724.104	198313.5897
1672	0.1262886891	326715.4897	198310.1288
1673	0.1262392696	326630.8148	198234.0351
1674	0.1262378521	326592.1774	198221.9826
1675	0.1262399332	326583.6658	198219.0319
1676	0.1262196309	326451.0637	198175.4151
1677	0.126148825	326370.1407	198092.3182
1678	0.1261146767	326284.0111	198057.5184
1679	0.1261046099	326222.3625	198036.5803
1680	0.126071824	326138.2117	198003.2262
1681	0.1259940554	326012.18	197884.1384
1682	0.1259827292	325933.0252	197866.1464
1683	0.1259148946	325824.4042	197776.7925
1684	0.125890456	325705.4587	197737.2733
1685	0.1258718516	325627.4184	197693.146
1686	0.1258518631	325497.5424	197650.2706
1687	0.1258443055	325425.316	197632.939
1688	0.1258450157	325396.6737	197620.6261
1689	0.1257440153	325268.1065	197475.2523
1690	0.1257327331	325138.8339	197430.5362
1691	0.1257313872	325092.5637	197402.5207
1692	0.1256079442	324999.9529	197316.6039
1693	0.125550755	324856.913	197232.9333
1694	0.1255308992	324763.2649	197186.9635
1695	0.1255182179	324700.6318	197164.7685
1696	0.1255088281	324628.7399	197144.8493
1697	0.1254978408	324551.3634	197127.1339
1698	0.1254341648	324416.2061	197061.1275
1699	0.1254238389	324319.6306	197039.4683
1700	0.1254166986	324265.0298	197003.6598
1701	0.1253487298	324120.3773	196893.6082
1702	0.125325799	324019.5773	196852.4118
1703	0.1253190444	323923.6244	196818.9415
1704	0.1252954489	323819.4369	196786.0805
1705	0.1252500983	323736.7581	196711.2746
1706	0.1252374897	323709.3644	196687.5499
1707	0.1252032443	323607.6475	196625.5953
1708	0.1251764303	323508.4863	196557.9262
1709	0.1251515334	323482.5149	196532.863
1710	0.1251434717	323388.5165	196515.1316
1711	0.1251427647	323247.0993	196469.7151
1712	0.1251197956	323145.0454	196437.4842
1713	0.125024837	323035.0084	196348.6147
1714	0.1249635299	322904.1787	196284.4875
1715	0.1249651809	322895.7139	196281.3959
1716	0.1249667806	322887.3486	196278.3079
1717	0.1249683277	322879.0816	196275.2211
1718	0.1249698228	322870.9118	196272.1352
1719	0.1249608749	322754.165	196251.1698
1720	0.124905361	322649.0376	196156.4946
1721	0.1249033086	322574.1622	196131.4787
1722	0.1248251511	322462.2371	196003.3261
1723	0.1248173075	322376.8389	195984.9843
1724	0.1247891243	322300.1156	195954.6884
1725	0.1247904441	322291.9245	195951.0506
1726	0.1247815306	322221.5344	195923.8669
1727	0.1247722208	322158.3086	195902.0889
1728	0.1247589708	322078.7113	195876.4109
1729	0.1246996672	321951.4438	195814.2174
1730	0.1247011228	321943.4154	195811.1489
1731	0.1246958429	321810.4351	195770.6897
1732	0.124687848	321759.1039	195749.9257
1733	0.1246682638	321704.3169	195711.051
1734	0.1246697021	321696.2908	195707.5003
1735	0.124665202	321670.9498	195694.468
1736	0.1246554256	321623.5963	195676.7156
1737	0.1246227974	321512.5343	195596.1316
1738	0.124601264	321417.7377	195557.0146
1739	0.1245792053	321356.4235	195524.7682
1740	0.1245746599	321283.792	195501.69
1741	0.1245345881	321217.046	195464.9702
1742	0.1244676762	321057.1122	195310.2786
1743	0.1244398238	320929.3695	195241.9502
1744	0.1244411368	320921.4518	195238.3977
1745	0.1244426743	320913.6862	195235.3515
1746	0.1244347915	320774.4891	195215.252
1747	0.1244300082	320672.772	195186.2905
1748	0.124431421	320665.0793	195183.2952
1749	0.1244139553	320586.7675	195147.9646
1750	0.1244009393	320512.0894	195125.0142
1751	0.1243820985	320335.606	195073.9992
1752	0.1243428729	320239.6003	195010.6054
1753	0.1243352572	320157.9601	194993.3106
1754	0.1243227801	320082.5881	194968.7433
1755	0.12428342	320006.3813	194903.6572
1756	0.1242701216	319918.1699	194881.6481
1757	0.1242693033	319841.4294	194862.2441
1758	0.1242046	319699.8642	194765.3009
1759	0.124174185	319604.2602	194716.9694
1760	0.1241718428	319579.2631	194705.5828
1761	0.1241338395	319426.1243	194663.0069
1762	0.1240903829	319331.4371	194578.4632
1763	0.1240685387	319233.9847	194547.113
1764	0.1240604656	319147.6212	194529.7634
1765	0.1239822384	319035.7694	194416.0546
1766	0.1239364744	318887.5936	194316.2532
1767	0.1239363639	318751.5664	194271.9733
1768	0.1239177905	318629.7212	194216.8268
1769	0.1239108006	318543.8564	194200.7711
1770	0.123889646	318403.1695	194167.2781
1771	0.1238317232	318326.388	194088.8762
1772	0.1237789232	318167.1553	193940.3329
1773	0.123762829	318100.7935	193896.3914
1774	0.1237608111	318082.0333	193885.5878
1775	0.1236966481	318036.4481	193838.092
1776	0.1236761665	317973.8655	193789.9806
1777	0.1236641593	317901.3672	193766.0873
1778	0.1236130674	317742.1588	193676.9029
1779	0.1236098778	317609.8395	193636.6749
1780	0.1235226993	317452.1006	193487.3395
1781	0.1235156535	317367.5775	193471.4179
1782	0.1234502007	317239.529	193375.2004
1783	0.1234383278	317168.3499	193351.5769
1784	0.1234386183	317159.7318	193347.8105
1785	0.1233977253	317044.5923	193291.5568
1786	0.1233973052	317033.2716	193284.8382
1787	0.1233894941	316950.1877	193267.9244
1788	0.1233845123	316847.8134	193240.969
1789	0.1233677409	316778.9748	193199.8998
1790	0.1232927811	316612.4553	193066.8996
1791	0.123291797	316483.0797	193023.6871
1792	0.1232916794	316471.9863	193017.0829
1793	0.1232348228	316363.3812	192962.8162
1794	0.1232344856	316351.6122	192955.9749
1795	0.1232140451	316213.129	192923.1025
1796	0.1232118806	316189.3205	192912.0361
1797	0.1232081442	316167.3874	192899.7067
1798	0.1232077779	316155.901	192892.9542
1799	0.1232032745	316060.053	192865.2222
1800	0.1231692085	315961.7197	192795.259
1801	0.1231659187	315943.5465	192777.9869
1802	0.123165567	315919.0109	192766.9499
1803	0.1231350802	315822.3634	192707.3576
1804	0.1231373978	315813.6859	192703.0375
1805	0.1231366457	315798.7114	192689.8282
1806	0.1231361535	315787.6476	192683.1818
1807	0.123127471	315676.459	192668.1543
1808	0.123129662	315668.0361	192663.8745
1809	0.1231255292	315640.6155	192649.8921
1810	0.1231194963	315553.841	192609.6745
1811	0.1231198517	315543.3567	192602.6748
1812	0.1231099134	315489.8287	192565.5103
1813	0.1231097787	315481.4092	192560.4365
1814	0.1231031298	315386.8144	192536.8789
1815	0.1230880412	315330.4872	192506.8328
1816	0.1230800394	315271.6048	192481.9286
1817	0.1230680162	315189.3344	192459.7603
1818	0.1230120033	315066.3576	192375.7503
1819	0.1229546523	314960.2872	192309.8817
1820	0.1229498382	314891.3842	192287.3943
1821	0.1229441063	314845.1836	192267.1064
1822	0.122907461	314755.3855	192210.0428
1823	0.1228974595	314668.9087	192182.1428
1824	0.12288138	314616.1463	192158.8605
1825	0.1228798586	314590.6176	192146.812
1826	0.122805342	314491.5708	192035.4305
1827	0.1227857708	314356.6788	192003.6361
1828	0.1227487896	314289.5155	191966.6082
1829	0.1227426268	314243.7822	191935.7504
1830	0.1227422434	314234.0854	191929.5599
1831	0.122693566	314120.1359	191826.1931
1832	0.1226849506	314011.9524	191811.552
